Region,HSI AGG,HSI Interface,StatusPhysical,StatusProtocol,Description,HSI VLAN,BNG,BNG Port,HSI VSI
MIN,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.4034,up,up,"VDSL GNG-HM-01 (FIO-GNGHM01_MIGRATION_FMC) - DATA
",4034,CDO_CDO_BNG_002,ET-10/3/0,HSI-4034
MIN,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.4035,up,up,"VDSL ILG-HM-02 (FIO-ILGHM02_MIGRATION_FMC) - DATA
",4035,CDO_CDO_BNG_002,ET-10/3/0,HSI-4035
MIN,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.4036,up,up,"VDSL DVO-GSN-HM (FIO-DVOGSNHM_MIGRATION_FMC) - DATA M
",4036,CDO_CDO_BNG_002,ET-10/3/0,HSI-4036
MIN,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.4038,up,up,"VDSL ILG-HM-03 (FIO-ILGHM03_MIGRATION_FMC) - DATA M
",4038,CDO_CDO_BNG_002,ET-10/3/0,LL-4038
MIN,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.4039,up,up,"VDSL ILG-HM-03 (FIO-ILGHM03_MIGRATION_FMC) - DATA M
",4039,CDO_CDO_BNG_002,ET-10/3/0,LL-4039
MIN,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.4041,up,up,"VDSL SRG-HM-01 (FIO-SRGHM01_MIGRATION_FMC) - DATA M
",4041,CDO_CDO_BNG_002,ET-10/3/0,HSI-4041
MIN,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.4042,up,up,"VDSL DVO-HM-04 (FIO-DVOHM04_MIGRATION_FMC) - DATA M
",4042,CDO_CDO_BNG_002,ET-10/3/0,HSI-4042
MIN,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.4042,up,up,"VDSL DVO-HM-04 (FIO-DVOHM04_MIGRATION_FMC) - DATA M
",4042,CDO_CDO_BNG_002,ET-10/3/0,LL-4043
MIN,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.4043,up,up,"VDSL ILG-HM-03 (FIO-ILGHM03_MIGRATION_FMC) - DATA M
",4043,CDO_CDO_BNG_002,ET-10/3/0,LL-4043
MIN,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.4044,up,up,To:CDO_BNG_002-10/3/0:4044,4044,CDO_CDO_BNG_002,ET-10/3/0,HSI-4044
MIN,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.4044,up,up,To:CDO_BNG_002-10/3/0:4044,4044,CDO_CDO_BNG_002,ET-10/3/0,HSI-90004082
MIN,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.4082,up,up,"MIDSY-FG-01-FTTx (FIO-MIDSYFG01FTTx_FMC) - DATA M
",4082,CDO_CDO_BNG_002,ET-10/3/0,HSI-90004082
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.686,up,up,"MRCD2-FG-01-FTTx (FIO-MRCD2FG01FTTx_FMC) - DATA M
",686,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90000686
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.688,up,up,"OLT  CPVCD-FG-01-FTTx (FIO- CPVCDFG01FTTx_FMC) - DATA M
",688,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90000688
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.869,up,up,"*** CDO_CDO_CGN_003_IPOE_et-1/0/2:869***
",869,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-869
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.1242,up,up,"OLT FSHR-FG-01-FTTX (FIO-FSHRFG01FTTX_FMC) - DATA M
",1242,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-80001242
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.1249,up,up,"OLT AMLN-FG-01-FTTx (FIO-AMLNFG01FTTx_FMC) - DATA M
",1249,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-80001249
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.1250,up,up,"OLT LSPD-FG-01-FTTx (FIO-LSPDFG01FTTx_FMC) - DATA M
",1250,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-80001250
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.1251,up,up,"OLT BUN-FG-01-FTTx (FIO-BUNFG01FTTx_FMC) - DATA M
",1251,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-80001251
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3713,up,up,"OLT BAL-HG-01-FTTx (FIO-BALHG01FTTx_FMC) - DATA M
",3713,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003713
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3722,up,up,"VDSL CDO-EM-02 (FIO-CDOEM02_FMC) - DATA
",3722,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003722
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3730,up,up,**MLRGN-FG-01-FTTx  DATA**,3730,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003730
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3731,up,up,"**VDSL BTNFG01 01 (FIO-BTNFG01_FMC)  DATA**
",3731,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003731
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/21.537,up,up,"***TO:CDO_CDO_CGN_003_IPOE_ET-11/1/2:537***
",537,CDO_CDO_CGN_003_IPOE,ET-11/1/2,HSI-537
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/21.3065,up,up,"***TO:CDO_CDO_CGN_003_IPOE_ET-11/1/2:3065***
",3065,CDO_CDO_CGN_003_IPOE,ET-11/1/2,HSI-90003065
MIN,ALWANA-FMAGG-002-MIN1092,100GE2/0/21.3725,up,up,"***TO:CDO_CDO_CGN_003_IPOE_ET-11/1/2:3725***
",3725,CDO_CDO_CGN_003_IPOE,ET-11/1/2,HSI-90003725
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.785,up,up,"***To:DVO-BNG-001_et-5/1/0:785***
",785,DVO_DVO_BNG_001,ET-5/1/0,HSI-90000785
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.2082,up,up,"OLT CMTI-FG-01-FTTx (FIO-CMTIFG01FTTx_FMC) - DATA M
",2082,DVO_DVO_BNG_001,ET-5/1/0,HSI-90002082
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.2084,up,up,"OLT PLLC-NG-01-FTTx (FIO-PLLCNG01FTTx_FMC) - DATA M
",2084,DVO_DVO_BNG_001,ET-5/1/0,HSI-90002084
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.2092,up,up,"OLT GFTIM-FG-01-FTTx (FIO-GFTIMFG01FTTx_FMC) - DATA P
",2092,DVO_DVO_BNG_001,ET-5/1/0,HSI-90002092
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.2200,up,up,"OLT MBHGS-FG-01-FTTx (FIO-MBHGSFG01FTTx_FMC) - DATA M
",2200,DVO_DVO_BNG_001,ET-5/1/0,HSI-90002200
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.2214,up,up,"OLT TRSD-FG-01-FTTx (FIO-TRSDFG01FTTx_FMC) - DATA M
",2214,DVO_DVO_BNG_001,ET-5/1/0,HSI-90002214
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.2220,up,up,"OLT BUHIS-FG-01-FTTx (FIO-BUHISFG01FTTx_FMC) - DATA M
",2220,DVO_DVO_BNG_001,ET-5/1/0,HSI-90002220
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.2228,up,up,"OLT DMY-FG-01-FTTx (FIO-DMYFG01FTTx_FMC) - DATA M
",2228,DVO_DVO_BNG_001,ET-5/1/0,HSI-90002228
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.2232,up,up,"OLT LBDVO-FG-01-FTTx (FIO-LBDVOFG01FTTx_FMC) - DATA M
",2232,DVO_DVO_BNG_001,ET-5/1/0,HSI-90002232
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.2327,up,up,,2327,DVO_DVO_BNG_001,ET-5/1/0,HSI-2327
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3229,up,up,"***To:DVO-BNG-001_et-5/1/0:3229***
",3229,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003229
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3232,up,up,,3232,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003232
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3244,up,up,"***To:DVO-BNG-001_et-5/1/0:3244***
",3244,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003244
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3565,up,up,"***To:DVO-BNG-001_et-5/1/0:3565***
",3565,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003565
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3568,up,up,"***To:DVO-BNG-001_et-5/1/0:3568***
",3568,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003568
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3576,up,up,"***To:DVO-BNG-001_et-5/1/0:3576***
",3576,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003576
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3704,up,up,"***To_DVO-BNG01_et5/1/0:3704*** 
",3704,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003704
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3709,up,up,"***DVO-BNG-001_et-5/1/0:3709*** 
",3709,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003709
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3710,up,up,TO:DVO-BNG-001_et-5/1/0:3710,3710,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003710
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3712,up,up,"***To:DVO-BNG-001_et-5/1/0:3712***
",3712,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003712
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3716,up,up,"***DVO-BNG-001_et-5/1/0:3716*** 
",3716,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003716
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3728,up,up,"***To:DVO-BNG-001_et-5/1/0:3728***
",3728,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003728
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/2.500,up,up,"***TO:DVO_DVO_CGN_002_IPOE_ET-1/0/2:500***
",500,DVO_DVO_CGN_002_IPOE,ET-1/0/2,HSI-500
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/2.894,up,up,"***TO:DVO_DVO_CGN_002_IPOE_ET-1/0/2:894***
",894,DVO_DVO_CGN_002_IPOE,ET-1/0/2,HSI-90000894
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/2.1584,up,up,"*** DVO_DVO_CGN_002_IPOE_et-1/0/2:1584***
",1584,DVO_DVO_CGN_002_IPOE,ET-1/0/2,HSI-1584
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/2.3589,up,up,**MLRGN-FG-01-FTTx  DATA**,3589,DVO_DVO_CGN_002_IPOE,ET-1/0/2,HSI-90003589
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/2.3593,up,up,"***TO:DVO_DVO_CGN_002_IPOE_ET-1/0/2:3593***
",3593,DVO_DVO_CGN_002_IPOE,ET-1/0/2,HSI-90003593
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/3.408,up,up,"***TO:DVO_DVO_CGN_002_IPOE_ET-1/1/3:408***
",408,DVO_DVO_CGN_002_IPOE,ET-1/1/2,HSI-408
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/3.881,up,up,"***TO:DVO_DVO_CGN_002_IPOE_ET-1/1/3:881***
",881,DVO_DVO_CGN_002_IPOE,ET-1/1/2,HSI-90000881
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/3.3063,up,up,"***TO: DVO_DVO_CGN_002_IPOE_PPPOE ET-1/1/2.3063***
",3063,DVO_DVO_CGN_002_IPOE,ET-1/1/2,HSI-90003063
MIN,DAVCLS-FMAGG-001-MIN2031,100GE1/1/3.3592,up,up,"***TO: DVO_DVO_CGN_002_IPOE_PPPOE ET-1/1/2.3592***
",3592,DVO_DVO_CGN_002_IPOE,ET-1/1/2,HSI-90003592
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.411,up,up,"***TO:DVO_DVO_BNG_001_ET-10/3/0:411***
",411,DVO_DVO_BNG_001,ET-10/3/0,HSI-411
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.521,up,up,"***To:DVO-BNG-001_et-10/3/0:521***
",521,DVO_DVO_BNG_001,ET-10/3/0,HSI-521
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.528,up,up,"***To_DVO-BNG01_et10/3/0:528*** 
",528,DVO_DVO_BNG_001,ET-10/3/0,HSI-528
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.574,up,up,,574,DVO_DVO_BNG_001,ET-10/3/0,HSI-574
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.683,up,up,,683,DVO_DVO_BNG_001,ET-10/3/0,HSI-90000683
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.889,up,up,"***To:DVO-BNG-001_et-10/3/0:889***
",889,DVO_DVO_BNG_001,ET-10/3/0,HSI-889
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.1081,up,up,"***To:DVO-BNG-001_et-10/3/0:1081***
",1081,DVO_DVO_BNG_001,ET-10/3/0,HSI-1081
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.2044,up,up,"BGGUA-NG-01-FTTx (FIO-BGGUANG01FTTx_FMC) - DATA M
",2044,DVO_DVO_BNG_001,ET-10/3/0,HSI-90002044
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.2058,up,up,"OLT SRDVO-FG-01-FTTx (FIO-SRDVOFG01FTTx_FMC) - DATA M
",2058,DVO_DVO_BNG_001,ET-10/3/0,HSI-90002058
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.2062,up,up,"OLT MTI-NG-01 (FIO-MTING01_FMC) - DATA M
",2062,DVO_DVO_BNG_001,ET-10/3/0,HSI-90002062
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.2064,up,up,"OLT GFTIM-FG-01-FTTx (FIO-GFTIMFG01FTTx_FMC) - DATA M
",2064,DVO_DVO_BNG_001,ET-10/3/0,HSI-90002064
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.2080,up,up,"OLT DALDC-FG-01-FTTx (FIO-DALDCFG01FTTx_FMC) - DATA M
",2080,DVO_DVO_BNG_001,ET-10/3/0,HSI-90002080
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.2088,up,up,"OLT BATO-FG-01-FTTx (FIO-BATOFG01FTTx_FMC) - DATA M
",2088,DVO_DVO_BNG_001,ET-10/3/0,HSI-90002088
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.2202,up,up,"OLT STNCR-FG-01-FTTx (FIO-STNCRFG01FTTx_FMC) - DATA M
",2202,DVO_DVO_BNG_001,ET-10/3/0,HSI-90002202
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.2212,up,up,"OLT MKR2-FG-01-FTTx (FIO-MKR2FG01FTTx_FMC) - DATA M
",2212,DVO_DVO_BNG_001,ET-10/3/0,HSI-90002212
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.2230,up,up,"OLT MGDUM-FG-01-FTTx (FIO-MGDUMFG01FTTx_FMC) - DATA M
",2230,DVO_DVO_BNG_001,ET-10/3/0,HSI-90002230
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3059,up,up,"OLT MBGN-FG-01-FTTx (FIO-MBGNFG01FTTx_FMC) - DATA M
",3059,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003059
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3061,up,up,"OLT CALN2-FG-01-FTTx (FIO-CALN2FG01FTTx_FMC) - DATA M
",3061,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003061
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3186,up,up,"OLT - (FIO-VISMDV-LSA07-001-MIN3157_FMC) - DATA M
",3186,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003186
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3215,up,up,"***To:DVO-BNG-001_et-10/3/0:3215***
",3215,DVO_DVO_BNG_001,ET-10/3/0,HSI-3215
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3220,up,up,"***To:DVO-BNG-001_et-10/3/0:3220***
",3220,DVO_DVO_BNG_001,ET-10/3/0,HSI-3220
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3247,up,up,,3247,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003247
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3276,up,up,"OLT SANIS-FG-01-FTTx (FIO-SANISFG01FTTx_FMC) - DATA M
",3276,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003276
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3290,up,up,"MGSYP-FG-01-FTTx (FIO-MGSYPFG01FTTx_FMC) - DATA M
",3290,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003290
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3292,up,up,"OLT TOMAS-FG-01-FTTx (FIO-TOMASFG01FTTx_FMC) - HSI
",3292,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003292
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3294,up,up,"OLT INDN-FG-01-FTTx (FIO-INDNFG01FTTx_FMC) - DATA M
",3294,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003294
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3294,up,up,"OLT INDN-FG-01-FTTx (FIO-INDNFG01FTTx_FMC) - DATA M
",3294,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003500
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3500,up,up,"***To_DVO-BNG01_et10/3/0:3500***
",3500,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003500
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3580,up,up,"***TO:DVO_DVO_BNG_001_ET-10/3/0:3580***
",3580,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003580
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3704,up,up,"BGUER-NG-01-FTTx (FIO-BGUERNG01FTTx_FMC) - DATA M
",3704,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003704
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3704,up,up,"BGUER-NG-01-FTTx (FIO-BGUERNG01FTTx_FMC) - DATA M
",3704,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003714
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3727,up,up,"***DVO-BNG-001_et-10/3/0:3727***
",3727,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003727
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3753,up,up,"OLT GSN-NG-01 (FIO-GSNNG01_FMC) - DATA M
",3753,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003753
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3776,up,up,"OLT NWV-FG-01-FTTx (FIO-NWVFG01FTTx_FMC) - DATA M
",3776,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003776
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.3780,up,up,"OLT MTTI-FG-01-FTTx (FIO-MTTIFG01FTTx_FMC) - DATA M
",3780,DVO_DVO_BNG_001,ET-10/3/0,HSI-90003780
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.4068,up,up,"***To_DVO-BNG01_et10/3/0:4068***
",4068,DVO_DVO_BNG_001,ET-10/3/0,HSI-90004068
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/17.4084,up,up,"OLT MLU-FG-01-FTTx (FIO-MLUFG01FTTx_FMC) - DATA M
",4084,DVO_DVO_BNG_001,ET-10/3/0,HSI-90004084
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.413,up,up,"***TO:DVO_DVO_CGN_002_IPOE_et-11/0/2:413***
",413,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-413
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.444,up,up,"**VDSL BTNFG01 01 (FIO-BTNFG01_FMC)  DATA**
",444,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-444
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,up,up,To: DVO-BNG-02-ET-1/1/2:3563,3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3573,up,up,"***TO:DVO_DVO_CGN_002_IPOE_ET-11/0/2:3573***
",3573,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003573
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3714,up,up,"***TO:DVO_DVO_CGN_002_IPOE_ET-11/0/2:3714***
",3714,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003714
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3720,up,up,"***TO:DVO_DVO_CGN_002_IPOE_ET-11/0/2:3720***
",3720,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003720
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/3.383,up,up,"***TO:DVO_DVO_CGN_002_IPOE_ET-11/1/2:383***
",383,DVO_DVO_CGN_002_IPOE,ET-11/1/2,HSI-383
MIN,DAVCLS-FMAGG-002-MIN2031,100GE1/1/3.3066,up,up,"***TO:DVO_DVO_CGN_002_IPOE_ET-11/1/2:3066***
",3066,DVO_DVO_CGN_002_IPOE,ET-11/1/2,HSI-90003066
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.30,up,up,"To MKT-000-HS/MKT-000-VVHS/MKT16-G - CRM BNG 01 5/1/0  TEST-VLAN DATA
",30,CMO_CRM_BNG_001,ET-5/1/0,HSI-60000030
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.208,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:208***
",208,CMO_CRM_BNG_001,ET-5/1/0,HSI-208
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.477,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:477***
",477,CMO_CRM_BNG_001,ET-5/1/0,HSI-477
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.490,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:490***
",490,CMO_CRM_BNG_001,ET-5/1/0,HSI-490
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:606***
",606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.623,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:623***
",623,CMO_CRM_BNG_001,ET-5/1/0,HSI-623
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.740,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:740***
",740,CMO_CRM_BNG_001,ET-5/1/0,HSI-740
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.740,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:740***
",740,CMO_CRM_BNG_001,ET-5/1/0,HSI-871
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.871,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:871***
",871,CMO_CRM_BNG_001,ET-5/1/0,HSI-871
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1709,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:1709***
",1709,CMO_CRM_BNG_001,ET-5/1/0,HSI-1709
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1738,up,up,"***To::CMO_CRM_BNG_001-et10/1/0:1738***
",1738,CMO_CRM_BNG_001,ET-5/1/0,HSI-1738
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1745,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:1745***
",1745,CMO_CRM_BNG_001,ET-5/1/0,HSI-1745
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1759,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:1759***
",1759,CMO_CRM_BNG_001,ET-5/1/0,HSI-1759
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1765,up,up,***To:CRM-BNG-5/0/1:1765***,1765,CMO_CRM_BNG_001,ET-5/1/0,HSI-1765
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1771,up,up,***To:CRM-BNG-5/0/1:1771***,1771,CMO_CRM_BNG_001,ET-5/1/0,HSI-1771
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1807,up,up,***To:CRM-BNG-5/0/1:1807***,1807,CMO_CRM_BNG_001,ET-5/1/0,HSI-1807
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1813,up,up,***To:CRM-BNG-5/0/1:1813***,1813,CMO_CRM_BNG_001,ET-5/1/0,HSI-1813
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1883,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:1883***
",1883,CMO_CRM_BNG_001,ET-5/1/0,HSI-70001883
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1886,up,up,"***To::CMO_CRM_BNG_001-et5/1/0:1886***
",1886,CMO_CRM_BNG_001,ET-5/1/0,HSI-70001886
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.2220,up,up,***To:CRM-BNG-5/0/1:2220***,2220,CMO_CRM_BNG_001,ET-5/1/0,HSI-2220
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.3150,up,up,"VDSL SMDAET-LSA04-001 (FIO-SMDAET-LSA04-001_FMC) - DATA M
",3150,CMO_CRM_BNG_001,ET-5/1/0,HSI-70003150
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.3198,up,up,"OLT SMSTAR-LSA08-001-SL6221 (FIO-SMSTARLSA08001SL6221_FMC) - DATA M
",3198,CMO_CRM_BNG_001,ET-5/1/0,HSI-70003198
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.3859,up,up,"OLT BNN-TGY-HM-01 (FIO-BNNTGYHM01_FMC) - DATA M
",3859,CMO_CRM_BNG_001,ET-5/1/0,HSI-70003859
SLZ,CRMMSC-FMAGG-001-SL590,100GE1/1/16.3930,up,up,***To:CRM-BNG-5/0/1:3930***,3930,CMO_CRM_BNG_001,ET-5/1/0,HSI-3930
