Region,HSI AGG,HSI Interface,StatusPhysical,StatusProtocol,Description,HSI VLAN,BNG,BNG Port,HSI VSI
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.30,up,up,"To MKT-000-HS/MKT-000-VVHS/MKT16-G - CRM BNG 01 5/1/0  TEST-VLAN DATA
",30,CBN_CBN_BNG_001,ET-5/1/0,HSI-60000030
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.337,up,up,"***To::CBN_BNG_001-ET-5/1/0:337***
",337,CBN_CBN_BNG_001,ET-5/1/0,HSI-337
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.365,up,up,"***To::CBN_BNG_001-ET-5/1/0:365***
",365,CBN_CBN_BNG_001,ET-5/1/0,HSI-365
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.369,up,up,"***To::CBN_BNG_001-ET-5/1/0:369***
",369,CBN_CBN_BNG_001,ET-5/1/0,HSI-369
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.373,up,up,"***To::CBN_BNG_001-ET-5/1/0:373***
",373,CBN_CBN_BNG_001,ET-5/1/0,HSI-373
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.377,up,up,"***To::CBN_BNG_001-ET-5/1/0:377***
",377,CBN_CBN_BNG_001,ET-5/1/0,HSI-377
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.388,up,up,"***To::CBN_BNG_001-ET-5/1/0:388***
",388,CBN_CBN_BNG_001,ET-5/1/0,HSI-388
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.513,up,up,"***To::CBN_BNG_001-ET-5/1/0:513***
",513,CBN_CBN_BNG_001,ET-5/1/0,HSI-513
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.521,up,up,"***To::CBN_BNG_001-ET-5/1/0:521***
",521,CBN_CBN_BNG_001,ET-5/1/0,HSI-521
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.533,up,up,"***To::CBN_BNG_001-ET-5/1/0:533***
",533,CBN_CBN_BNG_001,ET-5/1/0,HSI-533
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.537,up,up,"***To::CBN_BNG_001-ET-5/1/0:537***
",537,CBN_CBN_BNG_001,ET-5/1/0,HSI-537
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.541,up,up,"***To::CBN_BNG_001-ET-5/1/0:541***
",541,CBN_CBN_BNG_001,ET-5/1/0,HSI-541
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.546,up,up,"***To::CBN_BNG_001-ET-5/3/0:546***
",546,CBN_CBN_BNG_001,ET-5/1/0,HSI-546
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.557,up,up,"***To::CBN_BNG_001-ET-5/1/0:557***
",557,CBN_CBN_BNG_001,ET-5/1/0,HSI-557
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.695,up,up,"***To::CBN_BNG_001-ET-5/3/0:695***
",695,CBN_CBN_BNG_001,ET-5/1/0,HSI-695
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.698,up,up,"***To::CBN_BNG_001-ET-5/1/0:698***
",698,CBN_CBN_BNG_001,ET-5/1/0,HSI-698
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.768,up,up,"***To::CBN_BNG_001-ET-5/1/0:768***
",768,CBN_CBN_BNG_001,ET-5/1/0,HSI-768
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.796,up,up,"***To::CBN_BNG_001-ET-5/3/0:796***
",796,CBN_CBN_BNG_001,ET-5/1/0,HSI-796
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.834,up,up,"***To::CBN_BNG_001-ET-5/1/0:834***
",834,CBN_CBN_BNG_001,ET-5/1/0,HSI-834
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.1945,up,up,"***To::CBN_BNG_001-ET-5/1/0:1945***
",1945,CBN_CBN_BNG_001,ET-5/1/0,HSI-50001945
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.2153,up,up,"OLT SRF-SMR-HM-04 CBN_CBN_BNG_001_ET-5/1/0 (FIO-SRFSMRHM04_FMC) - DATA M
",2153,CBN_CBN_BNG_001,ET-5/1/0,HSI-50002153
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.2158,up,up,"OLT MTMBBL-HG-01-FFTx (FIO-MTMBBLHG01FFTX_FMC) - DATA M
",2158,CBN_CBN_BNG_001,ET-5/1/0,HSI-50002158
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.2159,up,up,"OLT KC1MLOS-HG-01-FTTx (FIO-KC1MLOSHG01FTTX_FMC) - DATA M
",2159,CBN_CBN_BNG_001,ET-5/1/0,HSI-50002159
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.2160,up,up,"OLT WLTERB-HG-01-FTTx (FIO-WLTERBHG01FTTX_FMC) - DATA M
",2160,CBN_CBN_BNG_001,ET-5/1/0,HSI-50002160
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.2175,up,up,"OLT LONGOS-HG-01-FTTx - CBN_CBN_BNG_001_ET-5/1/0 (FIO-LONGOSHG01FTTX_FMC) - DATA M
",2175,CBN_CBN_BNG_001,ET-5/1/0,HSI-50002175
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.2289,up,up,"***To::CBN_BNG_001-ET-5/1/0:2289***
",2289,CBN_CBN_BNG_001,ET-5/1/0,HSI-2289
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.2289,up,up,"***To::CBN_BNG_001-ET-5/1/0:2289***
",2289,CBN_CBN_BNG_001,ET-5/1/0,HSI-60003034
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.3034,up,up,"***To::CBN_BNG_001-ET-5/1/0:3034***
",3034,CBN_CBN_BNG_001,ET-5/1/0,HSI-60003034
NLZ,CBNTN1-FMAGG-001-NL1115,100GE1/1/16.3058,up,up,"***To::CBN_BNG_001-ET-5/1/0:3058***
",3058,CBN_CBN_BNG_001,ET-5/1/0,HSI-50003058
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.30,up,up,"To: TT MKT-000-HS/MKT-000-VVHS/MKT16-G (FIO-NL1115_CBN_CBN_BNG_002-TEST) - DATA_TEST
",30,CBN_CBN_BNG_002,ET-5/1/0,HSI-50000030
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.488,up,up,"***To::CBN_BNG_002-ET-5/1/0:488***
",488,CBN_CBN_BNG_002,ET-5/1/0,HSI-488
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.496,up,up,"***To::CBN_BNG_002-ET-5/1/0:496***
",496,CBN_CBN_BNG_002,ET-5/1/0,HSI-496
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.565,up,up,"***To::CBN_BNG_002-ET-5/1/0:565***
",565,CBN_CBN_BNG_002,ET-5/1/0,HSI-565
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.617,up,up,"***To::CBN_BNG_002-ET-5/1/0:617***
",617,CBN_CBN_BNG_002,ET-5/1/0,HSI-617
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.789,up,up,"***To::CBN_BNG_002-ET-5/1/0:789***
",789,CBN_CBN_BNG_002,ET-5/1/0,HSI-789
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.837,up,up,"***To::CBN_BNG_002-ET-5/1/0:837***
",837,CBN_CBN_BNG_002,ET-5/1/0,HSI-837
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.904,up,up,"***To::CBN_BNG_002-ET-5/1/0:904***
",904,CBN_CBN_BNG_002,ET-5/1/0,HSI-904
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.924,up,up,"***To::CBN_BNG_002-ET-5/1/0:924***
",924,CBN_CBN_BNG_002,ET-5/1/0,HSI-924
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.1632,up,up,"***To::CBN_BNG_002-ET-5/1/0:1632***
",1632,CBN_CBN_BNG_002,ET-5/1/0,HSI-1632
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.1993,up,up,"***To::CBN_BNG_002-ET-5/1/0:1993***
",1993,CBN_CBN_BNG_002,ET-5/1/0,HSI-50001993
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.2007,up,up,"***To::CBN_BNG_002-ET-5/1/0:2007***
",2007,CBN_CBN_BNG_002,ET-5/1/0,HSI-50002007
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.2011,up,up,"***To::CBN_BNG_002-ET-5/1/0:2011***
",2011,CBN_CBN_BNG_002,ET-5/1/0,HSI-50002011
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.2155,up,up,"OLT STRCDIACBNNE-FG-01-FTTx - CBN_CBN_BNG_002_ET-5/1/0 (FIO-STRCDIACBNNEFG01FTTX_FMC) - DATA M
",2155,CBN_CBN_BNG_002,ET-5/1/0,HSI-50002155
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.2172,up,up,"OLT AMLNG-HG-01-FTTx (FIO-AMLNGHG01FTTX_FMC) - DATA M
",2172,CBN_CBN_BNG_002,ET-5/1/0,HSI-50002172
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.2173,up,up,"OLT UNPVIGAN-HG-01-FTTx (FIO-UNPVIGANHG01FTTX_FMC) - DATA M
",2173,CBN_CBN_BNG_002,ET-5/1/0,HSI-50002173
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.2174,up,up,"OLT DAMORTIS-HG-01-FTTx (FIO-DAMORTISHG01FTTX_FMC) - DATA M
",2174,CBN_CBN_BNG_002,ET-5/1/0,HSI-50002174
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.2187,up,up,"OLT MARCOSV-HG-01-FTTx - CBN_CBN_BNG_002_ET-5/1/0 (FIO-MARCOSVHG01FTTX_FMC) - DATA M
",2187,CBN_CBN_BNG_002,ET-5/1/0,HSI-50002187
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.2277,up,up,"***To::CBN_BNG_002-ET-5/1/0:2277***
",2277,CBN_CBN_BNG_002,ET-5/1/0,HSI-2277
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.2478,up,up,"***To::CBN_BNG_002-ET-5/1/0:2478***
",2478,CBN_CBN_BNG_002,ET-5/1/0,HSI-2478
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3116,up,up,"***To::CBN_BNG_002-ET-5/1/0:3116***
",3116,CBN_CBN_BNG_002,ET-5/1/0,HSI-3116
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3209,up,up,"***To::CBN_BNG_002-ET-5/1/0:3209***
",3209,CBN_CBN_BNG_002,ET-5/1/0,HSI-3209
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3212,up,up,"***To::CBN_BNG_002-ET-5/1/0:3212***
",3212,CBN_CBN_BNG_002,ET-5/1/0,HSI-3212
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3226,up,up,"OLT/VDSL SMTUGU-LSA04-001-NL4066 - CBN_CBN_BNG_002_ET-5/1/0 (FIO-SMTUGULSA04001NL4066_FMC) - DATA M
",3226,CBN_CBN_BNG_002,ET-5/1/0,HSI-50003226
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3233,up,up,"***To::CBN_BNG_002-ET-5/1/0:3233***
",3233,CBN_CBN_BNG_002,ET-5/1/0,HSI-3233
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3234,up,up,"OLT/VDSL ROBGPN-LSA04-001-NL3670 - CBN_CBN_BNG_002_ET-5/1/0 (FIO-ROBGPNLSA04001NL3670_FMC) - DATA M
",3234,CBN_CBN_BNG_002,ET-5/1/0,HSI-50003234
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3239,up,up,"***To::CBN_BNG_002-ET-5/1/0:3239***
",3239,CBN_CBN_BNG_002,ET-5/1/0,HSI-3239
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3260,up,up,"OLT/VDSL WLTBLG-LSA04-001-NL4063 - CBN_CBN_BNG_002_ET-5/1/0 (FIO-WLTBLGLSA04001NL4063_FMC) - DATA M
",3260,CBN_CBN_BNG_002,ET-5/1/0,HSI-50003260
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3306,up,up,"***To::CBN_BNG_002-ET-5/1/0:3306***
",3306,CBN_CBN_BNG_002,ET-5/1/0,HSI-3306
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3341,up,up,"***To::CBN_BNG_002-ET-5/1/0:3341***
",3341,CBN_CBN_BNG_002,ET-5/1/0,HSI-3341
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3833,up,up,"***To::CBN_BNG_002-ET-5/1/0:3833***
",3833,CBN_CBN_BNG_002,ET-5/1/0,HSI-3833
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3836,up,up,"***To::CBN_BNG_002-ET-5/1/0:3836***
",3836,CBN_CBN_BNG_002,ET-5/1/0,HSI-3836
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3841,up,up,"***To::CBN_BNG_002-ET-5/1/0:3841***
",3841,CBN_CBN_BNG_002,ET-5/1/0,HSI-3841
NLZ,CBNTN1-FMAGG-001-NL1115,100GE2/1/8.3844,up,up,To:BNG-SANJUAN_XE11/0/1:3844,3844,CBN_CBN_BNG_002,ET-5/1/0,HSI-3844
NLZ,CBNTN1-FMAGG-001-NL1115,100GE3/0/20.419,up,up,"***TO:CBN_CBN_CGN_004_IPOE_ET-1/0/2:419***
",419,CBN_CBN_CGN_004_IPOE,ET-1/0/2,HSI-419
NLZ,CBNTN1-FMAGG-001-NL1115,100GE3/0/20.843,up,up,"***TO:CBN_CBN_CGN_004_IPOE-ET-1/0/2:843***
",843,CBN_CBN_CGN_004_IPOE,ET-1/0/2,HSI-843
NLZ,CBNTN1-FMAGG-001-NL1115,100GE3/0/20.846,up,up,"***TO:CBN_CBN_CGN_004_IPOE-ET-1/0/2:846***
",846,CBN_CBN_CGN_004_IPOE,ET-1/0/2,HSI-846
NLZ,CBNTN1-FMAGG-001-NL1115,100GE3/0/20.849,up,up,"***TO:CBN_CBN_CGN_004_IPOE_ET-1/0/2:849***
",849,CBN_CBN_CGN_004_IPOE,ET-1/0/2,HSI-849
NLZ,CBNTN1-FMAGG-001-NL1115,100GE3/0/20.852,up,up,"***TO:CBN_CBN_CGN_004_IPOE_ET-1/0/2:852***
",852,CBN_CBN_CGN_004_IPOE,ET-1/0/2,HSI-852
NLZ,CBNTN1-FMAGG-001-NL1115,100GE3/0/20.1234,up,up,"***TO:CBN_CBN_CGN_004_IPOE-ET-1/0/2:1234***
",1234,CBN_CBN_CGN_004_IPOE,ET-1/0/2,HSI-1234
NLZ,CBNTN1-FMAGG-001-NL1115,100GE3/0/20.1991,up,up,"***TO:CBN_CBN_CGN_004_IPOE_ET-1/0/2:1991***
",1991,CBN_CBN_CGN_004_IPOE,ET-1/0/2,HSI-50001991
NLZ,CBNTN1-FMAGG-001-NL1115,100GE3/0/20.1996,up,up,"***TO:CBN_CBN_CGN_004_IPOE_ET-1/0/2:1996***
",1996,CBN_CBN_CGN_004_IPOE,ET-1/0/2,HSI-50001996
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.282,up,up,"***To::CBN_BNG_001-ET-5/3/0:282***
",282,CBN_CBN_BNG_001,ET-10/3/0,HSI-282
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.433,up,up,"***To::CBN_BNG_001-ET-5/3/0:433***
",433,CBN_CBN_BNG_001,ET-10/3/0,HSI-433
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.525,up,up,"***To::CBN_BNG_001-ET-5/3/0:525***
",525,CBN_CBN_BNG_001,ET-10/3/0,HSI-525
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.545,up,up,"***To::CBN_BNG_001-ET-5/3/0:545***
",545,CBN_CBN_BNG_001,ET-10/3/0,HSI-545
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.549,up,up,"***To::CBN_BNG_001-ET-5/3/0:549***
",549,CBN_CBN_BNG_001,ET-10/3/0,HSI-549
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.561,up,up,"***To::CBN_BNG_001-ET-5/3/0:561***
",561,CBN_CBN_BNG_001,ET-10/3/0,HSI-561
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.593,up,up,"***To::CBN_BNG_001-ET-5/3/0:593***
",593,CBN_CBN_BNG_001,ET-10/3/0,HSI-593
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.738,up,up,"***To::CBN_BNG_001-ET-5/3/0:738***
",738,CBN_CBN_BNG_001,ET-10/3/0,HSI-738
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.1927,up,up,"***To::CBN_BNG_001-ET-5/3/0:1927***
",1927,CBN_CBN_BNG_001,ET-10/3/0,HSI-50001927
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.1944,up,up,"***To::CBN_BNG_001-ET-5/3/0:1944***
",1944,CBN_CBN_BNG_001,ET-10/3/0,HSI-50001944
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.1972,up,up,"***To::CBN_BNG_001-ET-5/3/0:1972***
",1972,CBN_CBN_BNG_001,ET-10/3/0,HSI-50001972
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.1973,up,up,"***To::CBN_BNG_001-ET-5/3/0:1973***
",1973,CBN_CBN_BNG_001,ET-10/3/0,HSI-50001973
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.1974,up,up,"***To::CBN_BNG_001-ET-5/3/0:1974***
",1974,CBN_CBN_BNG_001,ET-10/3/0,HSI-50001974
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.1977,up,up,"***To::CBN_BNG_001-ET-5/3/0:1977***
",1977,CBN_CBN_BNG_001,ET-10/3/0,HSI-50001977
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.1988,up,up,"***To::CBN_BNG_001-ET-5/3/0:1988***
",1988,CBN_CBN_BNG_001,ET-10/3/0,HSI-50001988
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.1989,up,up,"***To::CBN_BNG_001-ET-5/3/0:1989***
",1989,CBN_CBN_BNG_001,ET-10/3/0,HSI-50001989
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.2331,up,up,"***To::CBN_BNG_001-ET-5/3/0:2331***
",2331,CBN_CBN_BNG_001,ET-10/3/0,HSI-2331
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.2519,up,up,"***To::CBN_BNG_001-ET-5/3/0:2519***
",2519,CBN_CBN_BNG_001,ET-10/3/0,HSI-2519
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.2536,up,up,"***To::CBN_BNG_001-ET-5/3/0:2536(Interim_from_CANERO-AGGFMN-X16A-01)***
",2536,CBN_CBN_BNG_001,ET-10/3/0,HSI-60002536
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.2536,up,up,"***To::CBN_BNG_001-ET-5/3/0:2536(Interim_from_CANERO-AGGFMN-X16A-01)***
",2536,CBN_CBN_BNG_001,ET-10/3/0,HSI-60002628
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.2628,up,up,"***To::CBN_BNG_001-ET-5/3/0:2628(Interim_from_CANERO-AGGFMN-X16A-01)***
",2628,CBN_CBN_BNG_001,ET-10/3/0,HSI-60002628
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.2938,up,up,"***To::CBN_BNG_001-ET-5/3/0:2938(Interim_from_CANERO-AGGFMN-X16A-01)***
",2938,CBN_CBN_BNG_001,ET-10/3/0,HSI-2938
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.2941,up,up,"***To::CBN_BNG_001-ET-5/3/0:2941(Interim_from_CANERO-AGGFMN-X16A-01)***
",2941,CBN_CBN_BNG_001,ET-10/3/0,HSI-2941
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.2944,up,up,"***To::CBN_BNG_001-ET-5/3/0:2944(Interim_from_CANERO-AGGFMN-X16A-01)***
",2944,CBN_CBN_BNG_001,ET-10/3/0,HSI-2944
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.2950,up,up,"***To::CBN_BNG_001-ET-5/3/0:2950(Interim_from_CANERO-AGGFMN-X16A-01)***
",2950,CBN_CBN_BNG_001,ET-10/3/0,HSI-2950
NLZ,CBNTN1-FMAGG-002-NL1115,100GE1/1/16.2975,up,up,"***To::CBN_BNG_001-ET-5/3/0:2975(Interim_from_CANERO-AGGFMN-X16A-01)***
",2975,CBN_CBN_BNG_001,ET-10/3/0,HSI-2975
NLZ,CBNTN1-FMAGG-002-NL1115,100GE2/1/9.1982,up,up,"***To::CBN_BNG_002-ET-10/3/0:1982***
",1982,CBN_CBN_BNG_002,ET-10/3/0,HSI-50001982
NLZ,CBNTN1-FMAGG-002-NL1115,100GE2/1/9.1997,up,up,"***To::CBN_BNG_002-ET-10/3/0:1997***
",1997,CBN_CBN_BNG_002,ET-10/3/0,HSI-50001997
NLZ,CBNTN1-FMAGG-002-NL1115,100GE2/1/9.2156,up,up,,2156,CBN_CBN_BNG_002,ET-10/3/0,HSI-50002156
NLZ,CBNTN1-FMAGG-002-NL1115,100GE2/1/9.2157,up,up,,2157,CBN_CBN_BNG_002,ET-10/3/0,HSI-50002157
NLZ,CBNTN1-FMAGG-002-NL1115,100GE2/1/9.2179,up,up,"OLT PASIOCAN2-HG-01-FTTx (FIO-PASIOCAN2HG01FTTX_FMC) - DATA M
",2179,CBN_CBN_BNG_002,ET-10/3/0,HSI-50002179
NLZ,CBNTN1-FMAGG-002-NL1115,100GE2/1/9.2180,up,up,"OLT MAGSINGAL-HG-01-FTTx (FIO-MAGSINGALHG01FTTX_FMC) - DATA M
",2180,CBN_CBN_BNG_002,ET-10/3/0,HSI-50002180
NLZ,CBNTN1-FMAGG-002-NL1115,100GE2/1/9.2183,up,up,,2183,CBN_CBN_BNG_002,ET-10/3/0,HSI-50002183
NLZ,CBNTN1-FMAGG-002-NL1115,100GE2/1/9.2837,up,up,"***To::CBN_BNG_002-ET-10/3/0:2837***
",2837,CBN_CBN_BNG_002,ET-10/3/0,HSI-60002837
NLZ,CBNTN1-FMAGG-002-NL1115,100GE2/1/9.2867,up,up,"***To::CBN_BNG_002-ET-10/3/0:2867***
",2867,CBN_CBN_BNG_002,ET-10/3/0,HSI-60002867
NLZ,CBNTN1-FMAGG-002-NL1115,100GE3/0/21.318,up,up,"***TO:CBN_CBN_CGN_004_IPOE_ET-11/1/2:318***
",318,CBN_CBN_CGN_004_IPOE,ET-11/1/2,HSI-318
NLZ,CBNTN1-FMAGG-002-NL1115,100GE3/0/21.429,up,up,"***TO:CBN_CBN_CGN004_IPOE-ET-11/1/2:429***
",429,CBN_CBN_CGN_004_IPOE,ET-11/1/2,HSI-429
NLZ,CBNTN1-FMAGG-002-NL1115,100GE3/0/21.501,up,up,"***TO:CBN_CBN_CGN_004_IPOE_ET-11/1/2:501***
",501,CBN_CBN_CGN_004_IPOE,ET-11/1/2,HSI-501
NLZ,CBNTN1-FMAGG-002-NL1115,100GE3/0/21.573,up,up,"***TO:CBN_CBN_CGN004_IPOE-ET-11/1/2:573***
",573,CBN_CBN_CGN_004_IPOE,ET-11/1/2,HSI-573
NLZ,CBNTN1-FMAGG-002-NL1115,100GE3/0/21.767,up,up,"***TO:CBN_CBN_CGN_004_IPOE_ET-11/1/2:767***
",767,CBN_CBN_CGN_004_IPOE,ET-11/1/2,HSI-767
NLZ,CBNTN1-FMAGG-002-NL1115,100GE3/0/21.1926,up,up,"***TO:CBN_CBN_CGN004_IPOE-ET-11/1/2:1926***
",1926,CBN_CBN_CGN_004_IPOE,ET-11/1/2,HSI-50001926
NLZ,CBNTN1-FMAGG-002-NL1115,100GE3/0/21.1992,up,up,"***TO:CBN_CBN_CGN_004_IPOE_ET-11/1/2:1992***
",1992,CBN_CBN_CGN_004_IPOE,ET-11/1/2,HSI-50001992
NLZ,CBNTN1-FMAGG-002-NL1115,100GE3/0/21.2164,up,up,"***TO:CBN_CBN_CGN_004_IPOE_ET-11/1/2:2164***
",2164,CBN_CBN_CGN_004_IPOE,ET-11/1/2,HSI-50002164
NLZ,CBNTN1-FMAGG-002-NL1115,100GE3/0/21.2165,up,up,"***TO:CBN_CBN_CGN_004_IPOE_ET-11/1/2:2165***
",2165,CBN_CBN_CGN_004_IPOE,ET-11/1/2,HSI-50002165
NLZ,CBNTN1-FMAGG-002-NL1115,100GE3/0/21.2935,up,up,"***TO:CBN_CBN_CGN004_IPOE-ET-11/1/2:2935***
",2935,CBN_CBN_CGN_004_IPOE,ET-11/1/2,HSI-2935
NLZ,CBNTN1-FMAGG-002-NL1115,100GE3/0/21.3575,up,up,"OLT CBN-TRL-HM-01(FIO-CBNTRLHM01_FMC) - DATA M
",3575,CBN_CBN_CGN_004_IPOE,ET-11/1/2,HSI-50003575
NLZ,NWTLVR-FMAGG-001-NL1910,100GE1/1/6.30,up,up,"TO::TLV_TLV_CGN_001_IPOE_ET-1/0/2
",30,TLV_TLV_CGN_001_IPOE,ET-1/0/2,HSI-50000030
NLZ,NWTLVR-FMAGG-001-NL1910,100GE1/1/6.267,up,up,"***TO:TLV_TLV_CGN_001_IPOE_ET-1/0/2:267***
",267,TLV_TLV_CGN_001_IPOE,ET-1/0/2,HSI-267
NLZ,NWTLVR-FMAGG-001-NL1910,100GE1/1/6.279,up,up,"***TO:TLV_TLV_CGN_001_IPOE_ET-1/0/2:279***
",279,TLV_TLV_CGN_001_IPOE,ET-1/0/2,HSI-279
NLZ,NWTLVR-FMAGG-001-NL1910,100GE1/1/6.314,up,up,"***TO:TLV_TLV_CGN_001_IPOE_ET-1/0/2:314***
",314,TLV_TLV_CGN_001_IPOE,ET-1/0/2,HSI-314
NLZ,NWTLVR-FMAGG-001-NL1910,100GE1/1/6.529,up,up,"***TO:TLV_TLV_CGN_001_IPOE_ET-1/0/2:529***
",529,TLV_TLV_CGN_001_IPOE,ET-1/0/2,HSI-529
NLZ,NWTLVR-FMAGG-001-NL1910,100GE1/1/6.577,up,up,"***TO:TLV_TLV_CGN_001_IPOE_ET-1/0/2:577***
",577,TLV_TLV_CGN_001_IPOE,ET-1/0/2,HSI-577
NLZ,NWTLVR-FMAGG-001-NL1910,100GE1/1/6.1705,up,up,"***TO:TLV_TLV_CGN_001_IPOE_ET-1/0/2:1705***
",1705,TLV_TLV_CGN_001_IPOE,ET-1/0/2,HSI-1705
NLZ,NWTLVR-FMAGG-001-NL1910,100GE1/1/6.1976,up,up,"***TO:TLV_TLV_CGN_001_IPOE_ET-1/0/2:1976***
",1976,TLV_TLV_CGN_001_IPOE,ET-1/0/2,HSI-50001976
NLZ,NWTLVR-FMAGG-001-NL1910,100GE1/1/6.1979,up,up,"***TO:TLV_TLV_CGN_001_IPOE_ET-1/0/2:1979***
",1979,TLV_TLV_CGN_001_IPOE,ET-1/0/2,HSI-50001979
