Region,SIP AGG,SIP Interface,StatusPhysical,StatusProtocol,Description,SIP VLAN,SIP VSI,SIP IP
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3119,up,up,"OLT ASNAVE-LSA07-001-NCR10122 (FIO-ASNAVELSA07001NCR10122_FMC) - SIP
",3119,SIP-60003119,100.91.136.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3127,up,up,"OLT AFTWER-LSA06-001-NCR8661 (FIO-AFTWERLSA06001NCR8661_FMC) - SIP
",3127,SIP-60003127,100.91.132.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3127,up,up,"OLT AFTWER-LSA06-001-NCR8661 (FIO-AFTWERLSA06001NCR8661_FMC) - SIP
",3127,SIP-60003131,100.91.132.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3131,up,up,"OLT PTRIAC-LSA01-001-NCR7611 (FIO-PTRIACLSA01001NCR7611_FMC) - SIP
",3131,SIP-60003131,100.91.96.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3139,up,up,"VDSL SMIMOA-LSA04-001-NCR9864 (FIO-SMIMOALSA04001NCR9864_FMC) - SIP
",3139,SIP-60003139,100.91.92.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3145,up,up,"OLT TPROSR-LSA07-001-NCR10141 (FIO-TPROSRLSA07001NCR10141_FMC) - SIP
",3145,SIP-60003145,100.91.84.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3169,up,up,"OLT SMDCAR-LSA07-001-NCR10103 (FIO-SMDCARLSA07001NCR10103_FMC) - SIP
",3169,SIP-60003169,100.91.152.0/21
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3179,up,up,"OLT - (FIO-MRKTANLSA06001NCR9630_FMC) - SIP
",3179,SIP-60003179,100.91.254.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3181,up,up,"OLT AYALAO-LSA06-001-NCR9631 (FIO-AYALAOLSA06001NCR9631_FMC) - SIP
",3181,SIP-60003181,100.91.148.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3183,up,up,"OLT APCMKT-LSA01-001-NCR4384 - (FIO-APCMKTLSA01001NCR4384_FMC) - SIP
",3183,SIP-60003183,100.91.168.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3195,up,up,"OLT SKYHB2-LSA06-001-NCR10134 (FIO-SKYHB2LSA06001NCR10134_FMC) - SIP
",3195,SIP-60003195,100.91.162.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3201,up,up,"OLT SIXSNR-LSA07-001-NCR9753 (FIO-SIXSNRLSA07001NCR9753_FMC) - SIP
",3201,SIP-60003201,100.91.184.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3213,up,up,"LSA CTPATW-LSA06-001-NCR8876 - (FIO-CTPATWLSA06001NCR8876_FMC) - SIP
",3213,SIP-60003213,100.91.176.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3215,up,up,"OLT/VDSL - (FIO-PITXDMLSA04001_FMC) - SIP
",3215,SIP-60003215,100.91.244.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3223,up,up,"OLT STRTUS-LSA06-001-NCR11710 (FIO-STRTUSLSA06001NCR11710_FMC) - SIP
",3223,SIP-60003223,100.91.188.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3243,up,up,"OLT/VDSL SHNFRT-LSA04-001-NCR10181 (FIO-SHNFRTLSA04001NCR10181_FMC) - SIP
",3243,SIP-60003243,100.91.204.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3249,up,up,"OLT SVYAFC-LSA07-001-NCR10136 (FIO-SVYAFCLSA07001NCR10136_FMC) - SIP
",3249,SIP-60013249,100.91.206.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3251,up,up,"OLT WLMNTI-LSA06-001-NCR11707 (FIO-WLMNTILSA06001NCR11707_FMC) - SIP
",3251,SIP-60013251,100.91.208.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3255,up,up,SIP-3255,3255,SIP-3255,10.14.40.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3255,up,up,SIP-3255,3255,SIP-3256,10.14.40.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3259,up,up,"BAC-VAL1-HM-01 (FIO-BACVAL1HM01_FMC) - SIP
",3259,SIP-3259,10.14.56.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3261,up,up,"BAC-VAL1-HM-01 (FIO-BACVAL1HM01_FMC) - SIP
",3261,SIP-3261,10.14.60.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3263,up,up,"BAC-VAL1-HM-01 (FIO-BACVAL1HM01_FMC) - SIP
",3263,SIP-3263,10.14.64.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3263,up,up,"BAC-VAL1-HM-01 (FIO-BACVAL1HM01_FMC) - SIP
",3263,SIP-3265,10.14.64.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3265,up,up,SIP-3265,3265,SIP-3265,10.14.66.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3267,up,up,SIP-3267,3267,SIP-3267,10.14.70.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3269,up,up,SIP-3269,3269,SIP-3269,10.14.74.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3273,up,up,SIP-3273,3273,SIP-3273,10.14.46.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3275,up,up,SIP-3275,3275,SIP-3275,10.14.82.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3277,up,up,SIP-3277,3277,SIP-3277,10.14.78.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3279,up,up,SIP-3279,3279,SIP-3279,10.14.90.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3293,up,up,SIP-3293,3293,SIP-3293,10.14.96.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3297,up,up,SIP-3297,3297,SIP-3297,10.14.86.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3301,up,up,"OLT NAVALHOSPTAG-HG-01-FTTx (FIO-NAVALHOSPTAGHG01FTTX_FMC) - SIP
",3301,SIP-60003301,10.60.128.0/18
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3303,up,up,"OLT PARQAL-LSA06-001-NCR10946 (FIO-PARQALLSA06NCR10946_FMC) - SIP
",3303,SIP-60003303,100.91.252.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3337,up,up,"OLT - (FIO-HTFORTLSA06001NCR9629_FMC) - SIP
",3337,SIP-60003337,100.91.182.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3362,up,up,"OLT/VDSL VAL2-SUC-HM-01 (FIO-VAL2SUCHM01_FMC) - SIP
",3362,SIP-60013362,10.119.179.0/24
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3365,up,up,"LSP-SUC-HM-02 (FIO-LSPSUCHM02_FMC) - SIP
",3365,SIP-60003365,100.99.68.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3371,up,up,"MAL-BON-HM-02 (FIO-MALBONHM02_FMC) - SIP
",3371,SIP-60003371,100.98.216.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3373,up,up,"MKT-VAL-HM-01 (FIO-MKTVALHM01_FMC) - SIP
",3373,SIP-60003373,100.99.60.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3379,up,up,"VDSL BONI-OGP-HM-07 (FIO-BONIOGPHM07_FMC) - SIP
",3379,SIP-60003379,100.99.208.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3381,up,up,"REDEMP-HM-01-FTTX (FIO-REDEMPHM01FTTX_FMC) - SIP
",3381,SIP-60003381,100.97.136.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3385,up,up,"VDSL VAL1-VAL2-HM-09 (FIO-VAL1VAL2HM09_FMC) - SIP
",3385,SIP-60003385,100.79.128.0/21
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3387,up,up,"OLT STARMALP-HG-01 FTTx (FIO-STARMALPHG01FTTX_FMC) - SIP
",3387,SIP-60003387,100.85.64.0/19
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3401,up,up,"OLT - (FIO-INFCENLSA06001NCR11883_FMC) - SIP
",3401,SIP-60003401,100.91.230.0/23
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3407,up,up,"VDSL LSP-FGU-HM-01 (FIO-LSPFGUHM01_FMC) - SIP
",3407,SIP-60003407,10.152.160.0/19
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3409,up,up,"OLT VAL1-SUC-HM-03 (FIO-VAL1SUCHM03_FMC) - SIP
",3409,SIP-60003409,10.152.224.0/19
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3439,up,up,"OLT FGU-ESP-HM-01 (FIO-FGUESPHM01_FMC) - SIP
",3439,SIP-60003439,100.79.136.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3443,up,up,"VDSL VAL2-MND-HM-08 (FIO-VAL2MNDHM08_FMC) - SIP
",3443,SIP-60003443,100.79.160.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3445,up,up,"VDSL FGU-ESP-HM-01 (FIO-FGUESPHM01_FMC) - SIP
",3445,SIP-60003445,100.79.164.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3445,up,up,"VDSL FGU-ESP-HM-01 (FIO-FGUESPHM01_FMC) - SIP
",3445,SIP-60003446,100.79.164.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3449,up,up,"OLT SUC-HM-18-FTTx (FIO-SUCHM18FTTX_FMC) - SIP
",3449,SIP-60003449,100.97.240.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3505,up,up,SIP-3505,3505,SIP-3505,10.18.76.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3507,up,up,"VDSL BACVAL1HM03 01 (FIO-BACVAL1HM03_FMC) - SIP
",3507,SIP-3507,10.14.104.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3509,up,up,"VDSL BACVAL1HM03 01 (FIO-BACVAL1HM03_FMC) - SIP
",3509,SIP-3509,10.14.100.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3511,up,up,SIP-3511,3511,SIP-3511,10.17.212.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3529,up,up,SIP-3529,3529,SIP-3529,10.15.76.0/24
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3539,up,up,SIP-3539,3539,SIP-3539,10.24.192.0/19
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3557,up,up,"VDSL VAL1-ERM-HM-07 (FIO-VAL1ERMHM07_FMC) - SIP
",3557,SIP-60003557,10.60.192.0/19
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3559,up,up,"OLT SUC-HM-04 (FIO-SUCHM04_FMC) - SIP
",3559,SIP-60003559,10.75.64.0/18
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3567,up,up,"OLT DOLMARSBD-HG-01-FTTx (FIO-DOLMARSBDHG01FTTX_FMC) - SIP
",3567,SIP-60003567,10.75.224.0/19
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3573,up,up,"OLT TAL-SUC-HM-07 FTTx (FIO-TALSUCHM07FTTX_FMC) - SIP
",3573,SIP-60003573,10.60.64.0/18
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3585,up,up,SIP-3585,3585,SIP-3585,100.109.224.0/19
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3637,up,up,"VAL1-MND-HM-07 (FIO-VAL1MNDHM07_FMC) - SIP
",3637,SIP-60003637,100.98.172.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3677,up,up,SIP-3677,3677,SIP-3677,10.18.52.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3689,up,up,SIP-3689,3689,SIP-3689,10.14.4.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3689,up,up,SIP-3689,3689,SIP-3691,10.14.4.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3691,up,up,SIP-3691,3691,SIP-3691,10.18.48.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3693,up,up,SIP-3693,3693,SIP-3693,100.110.228.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3695,up,up,"BDO_VAL-HM-01 (FIO-VALHM01_BDO_FMC) - SIP
",3695,SIP-60003695,100.98.64.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3851,up,up,"OLT VAL-HM-01 FTTx (FIO-VALHM01FTTX_FMC) - SIP
",3851,SIP-60003851,100.85.128.0/19
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3861,up,up,"OLT VAL-HM-09 FTTx (FIO-VALHM09FTTX_FMC) - SIP
",3861,SIP-60003861,100.85.192.0/19
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3865,up,up,"OLT VAL2-MND-HM-15 (FIO-VAL2MNDHM15_FMC) - SIP
",3865,SIP-60003865,100.113.248.0/21
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3925,up,up,"BONI-GLO-HM-01 (FIO-BONIGLOHM01_FMC) - SIP
",3925,SIP-3925,100.113.212.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3941,up,up,"VAL2-MND-HM-01 (FIO-VAL2MNDHM01_FMC) - SIP
",3941,SIP-3941,100.105.12.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3941,up,up,"VAL2-MND-HM-01 (FIO-VAL2MNDHM01_FMC) - SIP
",3941,SIP-3949,100.105.12.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3949,up,up,"VAL1-GLO-HM-02 (FIO-VAL1GLOHM02_FMC) - SIP
",3949,SIP-3949,100.126.92.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3953,up,up,"BONI-OGP-HM-12 (FIO-BONIOGPHM12_FMC) - SIP
",3953,SIP-3953,100.113.192.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3957,up,up,"AUR-HM-04 (FIO-AURHM04_FMC) - SIP
",3957,SIP-3957,100.113.196.0/22
NCR,THEODR-FMAGG-001-NCR4101,VE1/0/0.3993,up,up,"VDSL VAL1-VAL2-HM-07 (FIO-VAL1VAL2HM07_FMC) - SIP
",3993,SIP-60003993,100.79.184.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.466,up,up,SIP-466,466,SIP-466,100.104.240.0/21
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.628,up,up,"VDSL BONI-OGP-HM-03 (FIO-BONIOGPHM03_FMC) - SIP
",628,SIP-60000628,10.61.60.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.630,up,up,"OLT SUC-HM-13-FTTx (FIO-SUCHM13FTTX_FMC) - SIP
",630,SIP-60000630,10.61.128.0/20
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.632,up,up,"OLT SERENDIST2-HG-01-FTTx (FIO-SERENDIST2HG01FTTX_FMC) - SIP
",632,SIP-60000632,10.210.160.0/20
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.638,up,up,"OLT COLUMNONE-FG-01-FTTx (FIO-COLUMNONEFG01FTTX_FMC) - SIP
",638,SIP-60000638,10.61.64.0/18
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.644,up,up,"OLT/VDSL BON-MAL-HM-01 (FIO-BONMALHM01_FMC) - SIP
",644,SIP-60000644,100.79.204.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.648,up,up,"OLT EASTBAY-HG-01-FTTx (FIO-EASTBAYHG01FTTX_FMC) - SIP
",648,SIP-60000648,10.210.224.0/19
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.664,up,up,"OLT LTI-FGU-IS-01 (FIO-LTIFGUIS01_FMC) - SIP
",664,SIP-60000664,10.211.32.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.670,up,up,"OLT BONIRIDGE-HG-01-FTTx (FIO-BONIRIDGEHG01FTTX_FMC) - SIP
",670,SIP-60000670,10.61.144.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.676,up,up,"GPON TGG01 01 (FIO-VAL2HM12_FMC) - SIP
",676,SIP-676,10.14.168.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.678,up,up,"GPON TGG01 01 (FIO-VAL2HM12_FMC) - SIP
",678,SIP-678,10.15.150.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.680,up,up,"GPON TGG01 01 (FIO-VAL2HM12_FMC) - SIP
",680,SIP-680,10.15.146.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.680,up,up,"GPON TGG01 01 (FIO-VAL2HM12_FMC) - SIP
",680,SIP-681,10.15.146.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.682,up,up,"GPON MKT01 01 (FIO-VAL2HM12_FMC) - SIP
",682,SIP-682,10.14.30.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.684,up,up,"GPON MKT01 01 (FIO-VAL2HM12_FMC) - SIP
",684,SIP-684,10.14.34.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.686,up,up,"GPON MKT01 01 (FIO-VAL2HM12_FMC) - SIP
",686,SIP-686,10.15.144.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.688,up,up,"OLT TRIUMSQRE-FG-01-FTTx (FIO-TRIUMSQREFG01FTTX_FMC) - SIP
",688,SIP-60000688,10.211.40.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.690,up,up,"OLT BON-MAL-HM-04-FTTx (FIO-BONMALHM04FTTX_FMC) - SIP
",690,SIP-60000690,10.213.0.0/20
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.692,up,up,"OLT VAL-SUN-HM-01-FTTx (FIO-VALSUNHM01FTTX_FMC) - SIP
",692,SIP-60000692,10.213.16.0/20
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.696,up,up,"OLT LSP-FGU-HM-03 (FIO-LSPFGUHM03_FMC) - SIP
",696,SIP-60000696,10.119.244.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.810,up,up,"VDSL BONI-AUR-HM-05 (FIO-BONIAURHM05_FMC) - SIP
",810,SIP-60000810,10.61.16.0/21
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.812,up,up,"OLT TLN-SUS-HM-01 (FIO-TLNSUSHM01_FMC) - SIP
",812,SIP-60000812,10.61.28.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.814,up,up,"VDSL LSP-SUC-HM-01 (FIO-LSPSUCHM01_FMC) - SIP
",814,SIP-60000814,10.61.36.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.854,up,up,"VDSL VAL1-SUC-HM-05 (FIO-VALSUCHM05_FMC) - SIP
",854,SIP-60000854,10.119.178.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.864,up,up,"VDSL SUC-LSP- HM-01 (FIO-SUCLSPHM01_FMC) - SIP
",864,SIP-60000864,10.119.170.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.898,up,up,"OLT SUC-HM-06 (FIO-SUCHM06_FMC) - SIP
",898,SIP-60000898,10.119.112.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.906,up,up,"VDSL TGG-602-35BHS - SIP (FIO-TGG602-35BHS_FMC)
",906,SIP-906,100.119.182.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.980,up,up,SIP-980,980,SIP-980,10.18.32.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1016,up,up,"VAL1-MND-HM-02 (FIO-VAL1MNDHM02_FMC) - SIP
",1016,SIP-1016,100.120.192.0/21
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1022,up,up,"ERM-SUC-HM-01 (FIO-ERMSUCHM01_FMC) - SIP
",1022,SIP-1022,100.121.80.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1032,up,up,SIP-1032,1032,SIP-1032,10.15.77.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1074,up,up,SIP-1074,1074,SIP-1074,10.15.162.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1080,up,up,SIP-1080,1080,SIP-1080,10.14.172.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1086,up,up,SIP-1086,1086,SIP-1086,10.15.102.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1098,up,up,SIP-1098,1098,SIP-1098,10.18.64.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1104,up,up,SIP-1104,1104,SIP-1104,10.18.68.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1106,up,up,SIP-1106,1106,SIP-1106,10.17.208.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1108,up,up,SIP-1108,1108,SIP-1108,10.15.154.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1122,up,up,SIP-1122,1122,SIP-1122,10.15.156.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1138,up,up,SIP-1138,1138,SIP-1138,10.15.55.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1142,up,up,SIP-1142,1142,SIP-1142,10.15.58.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1154,up,up,SIP-1154,1154,SIP-1154,10.15.54.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1156,up,up,SIP-1156,1156,SIP-1156,10.15.56.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1160,up,up,SIP-1160,1160,SIP-1160,10.15.60.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1170,up,up,SIP-1170,1170,SIP-1170,10.15.72.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1172,up,up,SIP-1172,1172,SIP-1172,10.15.166.0/23
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1176,up,up,SIP-1176,1176,SIP-1176,10.15.68.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1178,up,up,SIP-1178,1178,SIP-1178,10.15.71.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1184,up,up,SIP-1184,1184,SIP-1184,100.111.140.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1184,up,up,SIP-1184,1184,SIP-1185,100.111.140.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1186,up,up,SIP-1186,1186,SIP-1186,10.15.62.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1188,up,up,SIP-1188,1188,SIP-1188,10.15.67.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1216,up,up,SIP-1216,1216,SIP-1216,100.110.112.0/21
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1218,up,up,SIP-1218,1218,SIP-1218,10.18.0.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1230,up,up,"VDSL VAL2-ERM-HM-02 (FIO-VAL2ERMHM02_FMC) - SIP
",1230,SIP-60001230,10.119.12.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1270,up,up,"OLT VAL2-HM-12 (FIO-VAL2HM12_FMC) - SIP
",1270,SIP-60001270,10.95.96.0/19
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1322,up,up,SIP-1322,1322,SIP-1322,10.18.44.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1360,up,up,SIP-1360,1360,SIP-1360,10.18.40.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1368,up,up,SIP-1368,1368,SIP-1368,100.108.68.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1386,up,up,SIP-1386,1386,SIP-1386,100.108.32.0/20
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1390,up,up,SIP-1390,1390,SIP-1390,10.31.16.0/20
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1420,up,up,"VDSL GLO-HM-01 (FIO-GLOHM01_FMC) - SIP
",1420,SIP-60001420,10.119.74.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1426,up,up,SIP-1426,1426,SIP-1426,10.24.160.0/19
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1432,up,up,SIP-1432,1432,SIP-1432,10.24.224.0/19
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1432,up,up,SIP-1432,1432,SIP-1433,10.24.224.0/19
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1436,up,up,SIP-1436,1436,SIP-1436,10.24.96.0/19
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1438,up,up,SIP-1438,1438,SIP-1438,10.17.240.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1454,up,up,SIP-1454,1454,SIP-1454,10.15.30.0/24
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1464,up,up,SIP-1464,1464,SIP-1464,100.109.172.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1484,up,up,SIP-1484,1484,SIP-1484,10.18.128.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1490,up,up,SIP-1490,1490,SIP-1490,10.18.96.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1494,up,up,SIP-1494,1494,SIP-1494,10.18.124.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1504,up,up,SIP-1504,1504,SIP-1504,10.17.60.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1550,up,up,SIP-1550,1550,SIP-1550,100.110.232.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1552,up,up,SIP-1552,1552,SIP-1552,100.105.16.0/21
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1554,up,up,SIP-1554,1554,SIP-1554,10.17.156.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1560,up,up,SIP-1560,1560,SIP-1560,10.18.176.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1570,up,up,SIP-1570,1570,SIP-1570,100.108.60.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1592,up,up,SIP-1592,1592,SIP-1592,10.17.132.0/22
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1598,up,up,"OLT FGU-ALU-04 (FIO-FGUALU04_FMC) - SIP
",1598,SIP-60001598,100.71.192.0/19
NCR,THEODR-FMAGG-002-NCR4101,VE1/0/0.1618,up,up,SIP-1618,1618,SIP-1618,100.110.236.0/22
