Region,SIP AGG,SIP Interface,StatusPhysical,StatusProtocol,Description,SIP VLAN,SIP VSI,SIP IP
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.135,up,up,"MAL-HM-LR01 (FIO-MALHMLR01_FMC) - SIP
",135,SIP-135,100.115.136.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.253,up,up,"SRF-SMR-HM-02 (FIO-SRFSMRHM02_FMC) - SIP
",253,SIP-253,100.127.0.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.291,up,up,"CBN-HM-02 (FIO-CBNHM02_FMC) - SIP
",291,SIP-291,100.124.32.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.311,up,up,"MAL-EM-03 (FIO-MALEM03_FMC) - SIP
",311,SIP-311,100.126.148.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.315,up,up,"GPN-HM-01 (FIO-GPNHM01_FMC) - SIP
",315,SIP-315,100.115.144.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.437,up,up,"SMR-EM-02 (FIO-SMREM02_FMC) - SIP
",437,SIP-437,100.117.104.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.697,up,up,SIP-697,697,SIP-697,10.19.20.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.707,up,up,"MAL-EM-03 (FIO-MALEM03_FMC) - SIP
",707,SIP-707,100.115.152.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.737,up,up,SIP-737,737,SIP-737,10.19.64.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.795,up,up,SIP-795,795,SIP-795,100.110.152.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.819,up,up,SIP-819,819,SIP-819,10.18.248.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.831,up,up,SIP-831,831,SIP-831,100.107.208.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.839,up,up,SIP-839,839,SIP-839,100.107.168.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.845,up,up,SIP-845,845,SIP-845,100.107.220.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.887,up,up,"SRF-SMR-HM-03 (FIO-SRFSMRHM03_FMC) - SIP
",887,SIP-887,100.117.108.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1721,up,up,SIP-1721,1721,SIP-1721,100.107.172.0/23
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1885,up,up,SIP-1885,1885,SIP-1885,100.107.31.0/24
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1893,up,up,SIP-1893,1893,SIP-1893,100.105.157.0/24
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1905,up,up,SIP-1905,1905,SIP-1905,100.105.152.0/23
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1907,up,up,SIP-1907,1907,SIP-1907,100.111.126.0/23
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1911,up,up,SIP-1911,1911,SIP-1911,10.15.192.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1913,up,up,SIP-1913,1913,SIP-1913,100.108.124.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1915,up,up,SIP-1915,1915,SIP-1915,100.107.160.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1933,up,up,"OLT SDF_001_GPONA_01 (FIO-BLGGPNHM01FTTx_FMC) - SIP
",1933,SIP-50001933,100.71.0.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1941,up,up,"MAL-ACA-HM-01 (FIO-MALACAHM01_FMC) - SIP
",1941,SIP-50001941,100.125.240.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1949,up,up,"CBN_EM_05 (FIO-CBNEM05_FMC) - SIP
",1949,SIP-50001949,100.71.64.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1953,up,up,"OLT SMG_003_GPONA_01 (FIO-BLGGPNHM02_FMC) - SIP
",1953,SIP-50001953,100.71.160.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1957,up,up,"MINI OLT MRL_002_GPONA_02 (FIO-MARILAOHM01FTTX_FMC)  - SIP
",1957,SIP-50001957,100.68.224.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1959,up,up,"OLT BGT_701_HYB_01 (FIO-MALACAHM02_FMC) - SIP
",1959,SIP-50001959,100.69.0.0/19
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1963,up,up,"MINI OLT MAL_002_GPONA_01 (FIO-ROBMALOLOSHIHM01FTTX_FMC) - SIP
",1963,SIP-50001963,100.71.144.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1999,up,up,"OLT GMBNE-HG-01-FTTx (FIO-GMBNEHG01FTTx_FMC) - SIP
",1999,SIP-50001999,100.70.80.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2005,up,up,"OLT SMR-EM-02 (FIO-SMREM02_FMC) - SIP
",2005,SIP-50002005,100.70.208.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2013,up,up,"OLT SMR-EM-02 (FIO-SMREM02_FMC) - SIP
",2013,SIP-50002013,100.64.96.0/19
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2015,up,up,"VDSL SRF-SMR-HM-03 (FIO-SRFSMRHM03_FMC) - SIP
",2015,SIP-50002015,100.64.160.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2015,up,up,"VDSL SRF-SMR-HM-03 (FIO-SRFSMRHM03_FMC) - SIP
",2015,SIP-50002020,100.64.160.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2023,up,up,"OLT SCC-HM-01(FIO-SCCHM01_FMC) - SIP
",2023,SIP-50002023,
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2025,up,up,"OLT CABNTH-HG-01-FTTx (FIO-CABNTHHG01FTTX_FMC) - SIP
",2025,SIP-50002025,100.65.192.0/18
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2533,up,up,"MNZ-EM-01 (FIO-MNZEM01_FMC) - SIP
",2533,SIP-2533,100.117.112.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.3233,up,up,"OLT/VDSL ROBGPN-LSA04-001-NL3670 (FIO-ROBGPNLSA04001NL3670_FMC) - SIP
",3233,SIP-50003233,100.91.202.0/23
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.3259,up,up,"OLT/VDSL WLTBLG-LSA04-001-NL4063 (FIO-WLTBLGLSA04001NL4063_FMC) - SIP
",3259,SIP-50003259,100.91.220.0/23
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.3557,up,up,"OLT GY2SJDM-HG-01-FTTx (FIO-GY2SJDMHG01FTTX_FMC) - SIP
",3557,SIP-50003557,10.92.192.0/18
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.3559,up,up,"OLT BNVSTA-HG-01-FTTx (FIO-BNVSTAHG01FTTX_FMC) - SIP
",3559,SIP-50003559,10.94.255.248/29
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.135,up,up,"MAL-HM-LR01 (FIO-MALHMLR01_FMC) - SIP
",135,SIP-135,100.115.136.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.253,up,up,"SRF-SMR-HM-02 (FIO-SRFSMRHM02_FMC) - SIP
",253,SIP-253,100.127.0.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.291,up,up,"CBN-HM-02 (FIO-CBNHM02_FMC) - SIP
",291,SIP-291,100.124.32.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.311,up,up,"MAL-EM-03 (FIO-MALEM03_FMC) - SIP
",311,SIP-311,100.126.148.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.315,up,up,"GPN-HM-01 (FIO-GPNHM01_FMC) - SIP
",315,SIP-315,100.115.144.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.437,up,up,"SMR-EM-02 (FIO-SMREM02_FMC) - SIP
",437,SIP-437,100.117.104.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.697,up,up,SIP-697,697,SIP-697,10.19.20.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.707,up,up,"MAL-EM-03 (FIO-MALEM03_FMC) - SIP
",707,SIP-707,100.115.152.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.737,up,up,SIP-737,737,SIP-737,10.19.64.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.795,up,up,SIP-795,795,SIP-795,100.110.152.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.819,up,up,SIP-819,819,SIP-819,10.18.248.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.831,up,up,SIP-831,831,SIP-831,100.107.208.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.839,up,up,SIP-839,839,SIP-839,100.107.168.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.845,up,up,SIP-845,845,SIP-845,100.107.220.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.887,up,up,"SRF-SMR-HM-03 (FIO-SRFSMRHM03_FMC) - SIP
",887,SIP-887,100.117.108.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1721,up,up,SIP-1721,1721,SIP-1721,100.107.172.0/23
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1885,up,up,SIP-1885,1885,SIP-1885,100.107.31.0/24
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1893,up,up,SIP-1893,1893,SIP-1893,100.105.157.0/24
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1905,up,up,SIP-1905,1905,SIP-1905,100.105.152.0/23
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1907,up,up,SIP-1907,1907,SIP-1907,100.111.126.0/23
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1911,up,up,SIP-1911,1911,SIP-1911,10.15.192.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1913,up,up,SIP-1913,1913,SIP-1913,100.108.124.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1915,up,up,SIP-1915,1915,SIP-1915,100.107.160.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1933,up,up,"OLT SDF_001_GPONA_01 (FIO-BLGGPNHM01FTTx_FMC) - SIP
",1933,SIP-50001933,100.71.0.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1941,up,up,"MAL-ACA-HM-01 (FIO-MALACAHM01_FMC) - SIP
",1941,SIP-50001941,100.125.240.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1949,up,up,"CBN_EM_05 (FIO-CBNEM05_FMC) - SIP
",1949,SIP-50001949,100.71.64.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1953,up,up,"OLT SMG_003_GPONA_01 (FIO-BLGGPNHM02_FMC) - SIP
",1953,SIP-50001953,100.71.160.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1957,up,up,"MINI OLT MRL_002_GPONA_02 (FIO-MARILAOHM01FTTX_FMC)  - SIP
",1957,SIP-50001957,100.68.224.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1959,up,up,"OLT BGT_701_HYB_01 (FIO-MALACAHM02_FMC) - SIP
",1959,SIP-50001959,100.69.0.0/19
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1963,up,up,"MINI OLT MAL_002_GPONA_01 (FIO-ROBMALOLOSHIHM01FTTX_FMC) - SIP
",1963,SIP-50001963,100.71.144.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.1999,up,up,"OLT GMBNE-HG-01-FTTx (FIO-GMBNEHG01FTTx_FMC) - SIP
",1999,SIP-50001999,100.70.80.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2005,up,up,"OLT SMR-EM-02 (FIO-SMREM02_FMC) - SIP
",2005,SIP-50002005,100.70.208.0/21
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2013,up,up,"OLT SMR-EM-02 (FIO-SMREM02_FMC) - SIP
",2013,SIP-50002013,100.64.96.0/19
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2015,up,up,"VDSL SRF-SMR-HM-03 (FIO-SRFSMRHM03_FMC) - SIP
",2015,SIP-50002015,100.64.160.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2015,up,up,"VDSL SRF-SMR-HM-03 (FIO-SRFSMRHM03_FMC) - SIP
",2015,SIP-50002020,100.64.160.0/20
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2023,up,up,"OLT SCC-HM-01(FIO-SCCHM01_FMC) - SIP
",2023,SIP-50002023,
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2025,up,up,"OLT CABNTH-HG-01-FTTx (FIO-CABNTHHG01FTTX_FMC) - SIP
",2025,SIP-50002025,100.65.192.0/18
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.2533,up,up,"MNZ-EM-01 (FIO-MNZEM01_FMC) - SIP
",2533,SIP-2533,100.117.112.0/22
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.3233,up,up,"OLT/VDSL ROBGPN-LSA04-001-NL3670 (FIO-ROBGPNLSA04001NL3670_FMC) - SIP
",3233,SIP-50003233,100.91.202.0/23
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.3259,up,up,"OLT/VDSL WLTBLG-LSA04-001-NL4063 (FIO-WLTBLGLSA04001NL4063_FMC) - SIP
",3259,SIP-50003259,100.91.220.0/23
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.3557,up,up,"OLT GY2SJDM-HG-01-FTTx (FIO-GY2SJDMHG01FTTX_FMC) - SIP
",3557,SIP-50003557,10.92.192.0/18
NLZ,CBNTN1-FMAGG-001-NL1115,VE1/0/0.3559,up,up,"OLT BNVSTA-HG-01-FTTx (FIO-BNVSTAHG01FTTX_FMC) - SIP
",3559,SIP-50003559,10.94.255.248/29
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.246,up,up,SIP-246,246,SIP-246,100.104.72.0/21
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.278,up,up,"GPN-EM-01 (FIO-GPNEM01_FMC) - SIP
",278,SIP-278,100.126.128.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.338,up,up,"GPN-HM-02 (FIO-GPNHM02_FMC) - SIP
",338,SIP-338,100.124.88.0/21
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.404,up,up,"TRL-CBN-HM-01 (FIO-TRLCBNHM01_FMC) - SIP
",404,SIP-404,100.126.152.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.456,up,up,"MAL-HM-03 (FIO-MALHM03_FMC) - SIP
",456,SIP-456,100.115.160.0/21
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.470,up,up,"SRF-SMR-HM-01 (FIO-SRFSMRHM01_FMC) - SIP
",470,SIP-470,100.115.168.0/21
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.638,up,up,SIP-638,638,SIP-638,100.107.20.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.694,up,up,SIP-694,694,SIP-694,10.19.32.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.842,up,up,SIP-842,842,SIP-842,100.107.216.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1874,up,up,SIP-1874,1874,SIP-1874,100.107.24.0/24
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1880,up,up,SIP-1880,1880,SIP-1880,100.107.25.0/24
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1884,up,up,SIP-1884,1884,SIP-1884,100.107.30.0/24
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1904,up,up,SIP-1904,1904,SIP-1904,100.107.56.0/23
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1906,up,up,SIP-1906,1906,SIP-1906,100.107.174.0/23
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1912,up,up,SIP-1912,1912,SIP-1912,100.107.48.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1914,up,up,SIP-1914,1914,SIP-1914,10.19.12.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1934,up,up,"OLT BOB_001_GPONA_01 (BONGABON) (FIO-CBNTLVHM01_FMC) - SIP
",1934,SIP-50001934,100.71.8.0/21
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1948,up,up,SMR-EM-02 - SIP,1948,SIP-50001948,100.71.96.0/19
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1952,up,up,"OLT SJT_006_GPONA_01 (FIO-NRZPRDHM06_FMC) - SIP
",1952,SIP-50001952,100.71.128.0/20
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1954,up,up,"OLT CBN_001_GPONA_01 (FIO-CBNHM02_FMC) - SIP
",1954,SIP-50001954,100.69.160.0/19
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1960,up,up,"OLT SRF_001_GPONA_01 (FIO-BLGHM01_FMC) - SIP
",1960,SIP-50001960,100.69.32.0/19
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1962,up,up,"OLT CBO_701_HYB_01 (FIO-GPNHM01_FMC) - SIP
",1962,SIP-50001962,100.69.128.0/19
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2004,up,up,"MAL-SRF-EM-02 (FIO-MALSRFEM02_FMC) - SIP
",2004,SIP-2004,100.117.116.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2006,up,up,"OLT SNJODM-LSA01-001-NL583-A1 (FIO-SNJODMLSA01001NL583A1_FMC) - SIP
",2006,SIP-50002006,100.64.224.0/20
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2020,up,up,"OLT MAL-EM-03 (FIO-MALEM03_FMC) - SIP
",2020,SIP-50002020,100.64.192.0/19
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2024,up,up,"OLT LAWAMEYC-HM-01-FTTx (FIO-LAWAMEYCHM01FTTX_FMC) - SIP
",2024,SIP-50002024,100.65.64.0/18
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2032,up,up,"VDSL/OLT MAL-ACA-HM-02 (FIO-MALACAHM02_FMC) - SIP
",2032,SIP-50002032,100.66.0.0/18
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2314,up,up,"OLT NRZ-PRD-HM-01-FTTx - DATA (FIO-NRZ-PRD-HM-01-FTTx_FMC)
",2314,SIP-2314,100.112.64.0/19
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2408,up,up,"SRF-EM-01 (FIO-SRFEM01_FMC) - SIP
",2408,SIP-2408,100.115.176.0/21
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2450,up,up,"MAL-HM-02 (FIO-MALHM02_FMC) - SIP
",2450,SIP-2450,100.117.120.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2548,up,up,"SRF-SMR-HM-05 (FIO-SRFSMRHM05_FMC) - SIP
",2548,SIP-2548,100.126.12.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2548,up,up,"SRF-SMR-HM-05 (FIO-SRFSMRHM05_FMC) - SIP
",2548,SIP-50002794,100.126.12.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2794,up,up,"IT/IH-AUZ-8888/OLT SNJODM-LSA01-001-NL583-A1_SNJODM-LSA01-001 -NL583-A1 (FIO-SNJODMLSA01001NL583A1_FMC) - SIP
",2794,SIP-50002794,100.71.40.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.3328,up,up,"MAL-HM-LR04 (FIO-MALHMLR04_FMC) - SIP
",3328,SIP-3328,100.117.124.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.3558,up,up,"OLT MLGYMNZ-FG-01-FTTx (FIO-MLGYMNZFG01FTTX_FMC) - SIP
",3558,SIP-50003558,10.94.0.0/18
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.246,up,up,SIP-246,246,SIP-246,100.104.72.0/21
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.278,up,up,"GPN-EM-01 (FIO-GPNEM01_FMC) - SIP
",278,SIP-278,100.126.128.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.338,up,up,"GPN-HM-02 (FIO-GPNHM02_FMC) - SIP
",338,SIP-338,100.124.88.0/21
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.404,up,up,"TRL-CBN-HM-01 (FIO-TRLCBNHM01_FMC) - SIP
",404,SIP-404,100.126.152.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.456,up,up,"MAL-HM-03 (FIO-MALHM03_FMC) - SIP
",456,SIP-456,100.115.160.0/21
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.470,up,up,"SRF-SMR-HM-01 (FIO-SRFSMRHM01_FMC) - SIP
",470,SIP-470,100.115.168.0/21
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.638,up,up,SIP-638,638,SIP-638,100.107.20.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.694,up,up,SIP-694,694,SIP-694,10.19.32.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.842,up,up,SIP-842,842,SIP-842,100.107.216.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1874,up,up,SIP-1874,1874,SIP-1874,100.107.24.0/24
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1880,up,up,SIP-1880,1880,SIP-1880,100.107.25.0/24
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1884,up,up,SIP-1884,1884,SIP-1884,100.107.30.0/24
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1904,up,up,SIP-1904,1904,SIP-1904,100.107.56.0/23
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1906,up,up,SIP-1906,1906,SIP-1906,100.107.174.0/23
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1912,up,up,SIP-1912,1912,SIP-1912,100.107.48.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1914,up,up,SIP-1914,1914,SIP-1914,10.19.12.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1934,up,up,"OLT BOB_001_GPONA_01 (BONGABON) (FIO-CBNTLVHM01_FMC) - SIP
",1934,SIP-50001934,100.71.8.0/21
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1948,up,up,SMR-EM-02 - SIP,1948,SIP-50001948,100.71.96.0/19
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1952,up,up,"OLT SJT_006_GPONA_01 (FIO-NRZPRDHM06_FMC) - SIP
",1952,SIP-50001952,100.71.128.0/20
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1954,up,up,"OLT CBN_001_GPONA_01 (FIO-CBNHM02_FMC) - SIP
",1954,SIP-50001954,100.69.160.0/19
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1960,up,up,"OLT SRF_001_GPONA_01 (FIO-BLGHM01_FMC) - SIP
",1960,SIP-50001960,100.69.32.0/19
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.1962,up,up,"OLT CBO_701_HYB_01 (FIO-GPNHM01_FMC) - SIP
",1962,SIP-50001962,100.69.128.0/19
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2004,up,up,"MAL-SRF-EM-02 (FIO-MALSRFEM02_FMC) - SIP
",2004,SIP-2004,100.117.116.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2006,up,up,"OLT SNJODM-LSA01-001-NL583-A1 (FIO-SNJODMLSA01001NL583A1_FMC) - SIP
",2006,SIP-50002006,100.64.224.0/20
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2020,up,up,"OLT MAL-EM-03 (FIO-MALEM03_FMC) - SIP
",2020,SIP-50002020,100.64.192.0/19
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2024,up,up,"OLT LAWAMEYC-HM-01-FTTx (FIO-LAWAMEYCHM01FTTX_FMC) - SIP
",2024,SIP-50002024,100.65.64.0/18
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2032,up,up,"VDSL/OLT MAL-ACA-HM-02 (FIO-MALACAHM02_FMC) - SIP
",2032,SIP-50002032,100.66.0.0/18
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2314,up,up,"OLT NRZ-PRD-HM-01-FTTx - DATA (FIO-NRZ-PRD-HM-01-FTTx_FMC)
",2314,SIP-2314,100.112.64.0/19
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2408,up,up,"SRF-EM-01 (FIO-SRFEM01_FMC) - SIP
",2408,SIP-2408,100.115.176.0/21
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2450,up,up,"MAL-HM-02 (FIO-MALHM02_FMC) - SIP
",2450,SIP-2450,100.117.120.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2548,up,up,"SRF-SMR-HM-05 (FIO-SRFSMRHM05_FMC) - SIP
",2548,SIP-2548,100.126.12.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2548,up,up,"SRF-SMR-HM-05 (FIO-SRFSMRHM05_FMC) - SIP
",2548,SIP-50002794,100.126.12.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.2794,up,up,"IT/IH-AUZ-8888/OLT SNJODM-LSA01-001-NL583-A1_SNJODM-LSA01-001 -NL583-A1 (FIO-SNJODMLSA01001NL583A1_FMC) - SIP
",2794,SIP-50002794,100.71.40.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.3328,up,up,"MAL-HM-LR04 (FIO-MALHMLR04_FMC) - SIP
",3328,SIP-3328,100.117.124.0/22
NLZ,CBNTN1-FMAGG-002-NL1115,VE1/0/0.3558,up,up,"OLT MLGYMNZ-FG-01-FTTx (FIO-MLGYMNZFG01FTTX_FMC) - SIP
",3558,SIP-50003558,10.94.0.0/18
NLZ,NWTLVR-FMAGG-001-NL1910,VE1/0/0.237,up,up,"BAG-HM-02 (FIO-BAGHM02_FMC) - SIP
",237,SIP-237,100.118.172.0/22
NLZ,NWTLVR-FMAGG-001-NL1910,VE1/0/0.257,up,up,"VDSL PLRHM01 01 (FIO-PLRHM01_FMC)  - SIP
",257,SIP-257,100.118.176.0/22
