Region,Node Name,Uplink,Trunk,OM,SIP,HSI,IPOE,H248,RTP,AG1,AG2,Auth IP,UnAuth IP,OM VCID,SIP VCID,HSI VCID,HSI AGG,HSI Interface,BNG,BNG Port,HSI VSI,SIP IP,SIP AGG,SIP Interface,SIP VSI
SLZ,CAB_011_GPONA_01,MANLIC_TDCAN_T980C_R1R6_01_SL637,GigabitEthernet0/3/1,3983,3514,3433,400,-,-,10.175.52.8,10.175.52.54,10.97.112.0/21,10.101.20.0/23,26509934|27509934,26509935|27509935,26509936|27509936,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3433,NSB_BNG-002,ET-5/3/0,HSI-70003433,10.63.0.0/18,CRMMSC-FMAGG-002-SL590,VE1/0/0.3514,SIP-70003514
SLZ,CAB_601_GPONA_01,CAB_601_TDCAN_910CB_01_SL1459,Eth-Trunk4||GE0/2/1(10G),3394,3971,606,400,-,-,10.175.52.8,10.175.52.54,10.241.80.0/22,10.246.213.0/24,26509445|27509445,26509446|27509446,26509447|27509447,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,10.79.0.0/18,CRMMSC-FMAGG-001-SL590,VE1/0/0.3971,SIP-70003971
SLZ,CAB_601_GPONA_02,CAB_601_TDCAN_910CB_01_SL1459,Eth-Trunk5||GE0/2/6(10G),3866,3834,606,400,-,-,10.175.52.8,10.175.52.54,10.4.176.0/21,10.217.248.0/23,26511376|27511376,26511377|27511377,26511378|27511378,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,10.78.64.0/18,CRMMSC-FMAGG-002-SL590,VE1/0/0.3834,SIP-70003834
SLZ,CAB_601_HYB_01,CAB_601_TDCAN_910CB_01_SL1459,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),602,590,606,400,-,-,10.175.52.8,10.175.52.54,100.91.88.0/23,100.118.190.0/25,3048240|4048240,3048242|4048242,3048241|4048241,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,100.108.168.0/21,CRMMSC-FMAGG-002-SL590,VE1/0/0.590,SIP-590
SLZ,CAB_602_GPONA_01,CAB_602_TDCAN_910CB_01_SL1515,Eth-Trunk4||GE0/2/1(10G),3616,3834,,400,-,-,10.175.52.8,10.175.52.54,10.97.168.0/21,10.101.34.0/23,26509854|27509854,26509855|27509855,-,-,-,-,-,-,10.78.64.0/18,CRMMSC-FMAGG-002-SL590,VE1/0/0.3834,SIP-70003834
SLZ,CAB_602_HYB_01,CAB_602_TDCAN_910CB_01_SL1515,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),602,590,606,400,-,-,10.175.52.8,10.175.52.54,100.91.90.0/23,100.118.191.0/25,3048307|4048307,-,3048308|4048308,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,100.108.168.0/21,CRMMSC-FMAGG-002-SL590,VE1/0/0.590,SIP-590
SLZ,CAB_603_GPONA_01,CAB_603_TDCAN_910CB_01_SL1460,Eth-Trunk4||GE0/2/1(10G),3394,3971,606,400,-,-,10.175.52.54,10.175.52.8,10.236.160.0/20,10.243.236.0/22,26509448|27509448,26509449|27509449,26509450|27509450,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,10.79.0.0/18,CRMMSC-FMAGG-001-SL590,VE1/0/0.3971,SIP-70003971
SLZ,CAB_604_GPONA_01,CAB_604_TDCAN_910CB_01_SL1498,Eth-Trunk6||GE0/2/1(10G),3394,3971,606,400,-,-,10.175.52.8,10.175.52.54,10.239.48.0/21,10.246.78.0/23,26509452|27509452,26509453|27509453,26509454|27509454,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,10.79.0.0/18,CRMMSC-FMAGG-001-SL590,VE1/0/0.3971,SIP-70003971
SLZ,CAB_604_VDB_01,CAB_604_TDCAN_910CB_01_SL1498,Eth-Trunk3||GE0/2/13|GE0/2/14,602,590,606,400,-,-,10.175.52.54,10.175.52.8,100.92.211.0/26,100.119.46.192/28,3048263|4048263,3048265|4048265,3048264|4048264,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,100.108.168.0/21,CRMMSC-FMAGG-002-SL590,VE1/0/0.590,SIP-590
SLZ,CAB_605_GPONA_01,CAB_605_TDCAN_910CB_01_SL1461,Eth-Trunk5||GE0/2/1(10G),3394,3971,606,400,-,-,10.175.52.8,10.175.52.54,10.238.200.0/21,10.246.52.0/23,26509442|27509442,26509443|27509443,26509444|27509444,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,10.79.0.0/18,CRMMSC-FMAGG-001-SL590,VE1/0/0.3971,SIP-70003971
SLZ,CAB_606_GPONA_01,CAB_606_TDCAN_910CB_01_SL1462,Eth-Trunk6||GE0/2/1(10G),3394,3971,606,400,-,-,10.175.52.8,10.175.52.54,10.239.104.0/21,10.246.92.0/23,26509546|27509546,26509547|27509547,26509548|27509548,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,10.79.0.0/18,CRMMSC-FMAGG-001-SL590,VE1/0/0.3971,SIP-70003971
SLZ,CAB_606_HYB_02,CAB_606_TDCAN_910CB_01_SL1462,Eth-Trunk5||GE0/2/6(10G)|GE0/2/7(10G),657,658,606,400,-,-,10.175.52.8,10.175.52.54,10.56.128.0/20,10.75.208.0/22,3048233|4048233,3048235|4048235,3048234|4048234,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,100.104.0.0/19,CRMMSC-FMAGG-002-SL590,VE1/0/0.658,SIP-658
SLZ,CAB_607_GPONA_01,CAB_607_TDCAN_910CB_01_SL1463,Eth-Trunk6||GE0/2/1(10G),3394,3971,606,400,-,-,10.175.52.54,10.175.52.8,10.239.32.0/21,10.246.74.0/23,26509549|27509549,26509550|27509550,26509551|27509551,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,10.79.0.0/18,CRMMSC-FMAGG-001-SL590,VE1/0/0.3971,SIP-70003971
SLZ,CAB_607_HYB_02,CAB_607_TDCAN_910CB_01_SL1463,Eth-Trunk5||GE0/2/6(10G)|GE0/2/7(10G),657,658,606,400,-,-,10.175.52.54,10.175.52.8,10.56.112.0/20,10.75.204.0/22,3048326|4048326,3048328|4048328,3048327|4048327,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,100.104.0.0/19,CRMMSC-FMAGG-002-SL590,VE1/0/0.658,SIP-658
SLZ,CAB_608_GPONA_01,CAB_608_TDCAN_910CB_01_SL1464,Eth-Trunk5||GE0/2/4(10G),3616,658,606,400,-,-,10.175.52.54,10.175.52.8,10.201.8.0/22,10.202.194.0/24,3048256|4048256,3048258|4048258,3048257|4048257,CRMMSC-FMAGG-001-SL590,100GE1/1/16.606,CMO_CRM_BNG_001,ET-5/1/0,HSI-606,100.104.0.0/19,CRMMSC-FMAGG-002-SL590,VE1/0/0.658,SIP-658
SLZ,CAS_001_GPONA_01,CASIGU_TDCAN_T980C _R5R5_01_SL909,GigabitEthernet0/3/1,3653,3402,3647,400,-,-,10.175.52.50,10.168.56.74,10.86.8.0/22,10.109.82.0/24,26509439|27509439,26509440|27509440,26509441|27509441,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3647,NSB_BNG-002,ET-5/3/0,HSI-70003647,10.76.0.0/19,CRMMSC-FMAGG-002-SL590,VE1/0/0.3402,SIP-70003402
SLZ,CAV_000_HYB_01,CAV_000_TDCAN_910CG_01_SL570,Eth-Trunk3||GE0/2/4(10G),3074,899,749,400,-,-,10.81.22.12,10.168.56.72,100.87.36.0/22,100.117.128.0/24,3041104|4041104,3041106|4041106,3041105|4041105,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.749,NSB_BNG-002,ET-10/3/0,HSI-749,10.17.180.0/22,BACOOR-FMAGG-001-SL565,VE1/0/0.899,SIP-899
SLZ,CBG_001_GPONA_01,CLBANG_TDCAN_T950D_01_SL718,Eth-Trunk3||GE0/3/7(10G),3651,3658,2093,400,-,-,10.175.52.20,10.175.52.22,100.107.184.0/22,100.124.60.0/24,3048388|4048388,3048389|4048389,26511601|27511601,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.2093,NSB_BNG-002,ET-10/3/0,HSI-70002093,100.84.192.0/19,CRMMSC-FMAGG-002-SL590,VE1/0/0.3658,SIP-70003658
SLZ,CCA_001_GPONA_01,CALACA_TDCAN_T980C_R3R3_01_SL184,GigabitEthernet0/4/1,3629,3627,3628,400,-,-,10.175.52.35,10.175.52.37,100.102.224.0/22,100.123.56.0/24,26505576|27505576,26505577|27505577,26505578|27505578,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3628,NSB_BNG-002,ET-5/3/0,HSI-70003628,100.84.96.0/20,BACOOR-FMAGG-001-SL565,VE1/0/0.3627,SIP-70003627
SLZ,CCA_002_GPONA_01,DACANLAO_TDCAN_T980C_R3R3_01_SL1918,Eth-Trunk1||GE0/3/1(10G),3629,3627,3628,400,-,-,10.175.52.35,10.175.52.37,10.201.12.0/22,10.202.195.0/24,26505600|27505600,26505601|27505601,26505602|27505602,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3628,NSB_BNG-002,ET-5/3/0,HSI-70003628,100.84.96.0/20,BACOOR-FMAGG-001-SL565,VE1/0/0.3627,SIP-70003627
SLZ,CCA_501_GPONA_01,PBATO_TDCAN_T950D_01_SL234,GigabitEthernet0/3/7,3390,3497,3423,400,-,-,10.175.52.36,10.175.52.37,10.224.188.0/22,10.243.47.0/24,26509091|27509091,26509092|27509092,26509093|27509093,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3423,NSB_BNG-002,ET-5/3/0,HSI-70003423,10.76.64.0/19,BACOOR-FMAGG-001-SL565,VE1/0/0.3497,SIP-70003497
SLZ,CCA_702_GPONA_01,CCA-702-SL2077-ATN910C-01,Eth-Trunk4||GE0/2/6(10G),3886,3403,744,400,-,-,10.81.22.51,10.81.22.6,100.102.228.0/22,100.123.57.0/24,26506191|27506191,26506192|27506192,26506193|27506193,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.744,NSB_BNG-002,ET-10/3/0,HSI-744,10.76.32.0/19,BACOOR-FMAGG-001-SL565,VE1/0/0.3403,SIP-70003403
SLZ,CCA_702_VDB_01,CCA-702-SL2077-ATN910C-01,Eth-Trunk3||GE0/2/4|GE0/2/5,435,436,744,400,-,-,10.81.22.51,10.81.22.6,100.92.158.0/24,100.119.33.128/26,26502986|27502986,26502987|27502987,26502988|27502988,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.744,NSB_BNG-002,ET-10/3/0,HSI-744,100.119.228.0/22,BACOOR-FMAGG-002-SL565,VE1/0/0.436,SIP-436
SLZ,CCA_703_HYB_01,CCA-703-SL2045-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),435,"436
3497",744,400,-,-,10.81.22.51,10.81.22.6,10.56.208.0/21,10.75.228.0/23,26500790|27500790,"436: 26500791|27500791
3497: 26505875|27505875",26500792|27500792,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.744,NSB_BNG-002,ET-10/3/0,HSI-744,"100.119.228.0/22
10.76.64.0/19","BACOOR-FMAGG-002-SL565
BACOOR-FMAGG-001-SL565","VE1/0/0.436
VE1/0/0.3497","SIP-436
SIP-70003497"
SLZ,CDL_001_GPONA_01,CANDEL_TDCAN_T980C_01_SL142,GigabitEthernet0/4/3,1869,1900,1886,400,-,-,10.175.52.10,10.175.52.11,100.107.116.0/22,100.124.51.0/24,26502682|27502682,26502683|27502683,26502684|27502684,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1886,CMO_CRM_BNG_001,ET-5/1/0,HSI-70001886,100.87.40.0/21,CRMMSC-FMAGG-002-SL590,VE1/0/0.1900,SIP-70001900
SLZ,CDL_001_GPONA_02,CANDEL_TDCAN_T980C_01_SL142,Eth-Trunk3||GE0/4/2(10G),3441,3418,3437,400,-,-,10.175.52.10,10.175.52.11,10.242.144.0/22,10.247.36.0/24,26506227|27506227,26506228|27506228,26506229|27506229,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3437,NSB_BNG-002,ET-5/3/0,HSI-70003437,10.77.0.0/19,CRMMSC-FMAGG-002-SL590,VE1/0/0.3418,SIP-70003418
SLZ,CDL_002_GPONA_01,MANGILAGSUR_TDCAN_T980C_R1R1_01_SL1931,Eth-Trunk1||GE0/3/1(10G),3441,3418,3437,400,-,-,10.175.52.10,10.175.52.11,10.224.0.0/21,10.243.0.0/23,26509421|27509421,26509422|27509422,26509423|27509423,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3437,NSB_BNG-002,ET-5/3/0,HSI-70003437,10.77.0.0/19,CRMMSC-FMAGG-002-SL590,VE1/0/0.3418,SIP-70003418
SLZ,CDL_701_GPONA_01,CDL-701-SL2037-ATN910C-01,Eth-Trunk4||GE0/2/13|GE0/2/14,1869,3482,744,400,-,-,10.175.52.10,10.175.52.34,100.107.76.0/22,100.124.41.0/24,26505325|27505325,26505326|27505326,26505327|27505327,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.744,NSB_BNG-002,ET-10/3/0,HSI-744,100.87.88.0/21,CRMMSC-FMAGG-002-SL590,VE1/0/0.3482,SIP-70003482
SLZ,CDL_701_HYB_01,CDL-701-SL2037-ATN910C-01,Eth-Trunk3||GE0/2/1(10G)|GE0/2/3(10G),3480,3482,744,400,-,-,10.175.52.10,10.175.52.34,100.87.244.0/22,100.117.180.0/24,26505260|27505260,26505261|27505261,26505262|27505262,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.744,NSB_BNG-002,ET-10/3/0,HSI-744,100.87.88.0/21,CRMMSC-FMAGG-002-SL590,VE1/0/0.3482,SIP-70003482
SLZ,CLN_002_GPONA_01,BALAYHANG-SL850-TRS_DC_AN-R1R1_L15LTE-01,Eth-Trunk10||GE0/1/4|GE0/1/5,1866,1896,1883,400,-,-,10.175.52.9,10.175.52.8,100.88.116.0/22,100.117.212.0/24,26502735|27502735,26502736|27502736,26502737|27502737,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1883,CMO_CRM_BNG_001,ET-5/1/0,HSI-70001883,100.87.16.0/20,CRMMSC-FMAGG-002-SL590,VE1/0/0.1896,SIP-70001896
SLZ,CLN_002_GPONA_02,BALAYHANG_TDCAN_T980C_R1R1_01_SL850,GigabitEthernet0/3/1,3983,3515,3433,400,-,-,10.175.52.9,10.175.52.8,10.249.72.0/21,10.101.138.0/23,26509958|27509958,26509959|27509959,26509960|27509960,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3433,NSB_BNG-002,ET-5/3/0,HSI-70003433,10.63.64.0/18,CRMMSC-FMAGG-001-SL590,VE1/0/0.3515,SIP-70003515
SLZ,CLN_003_GPONA_01,LAMOT-SL631-TRS_DC_AN-R1R1_L15LTE-01,GigabitEthernet0/6/1,3866,3834,3433,400,-,-,10.175.52.9,10.175.52.8,10.242.172.0/23,10.247.43.0/25,26509143|27509143,26509144|27509144,26509145|27509145,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3433,NSB_BNG-002,ET-5/3/0,HSI-70003433,10.78.64.0/18,CRMMSC-FMAGG-002-SL590,VE1/0/0.3834,SIP-70003834
SLZ,CLN_702_HYB_01,CLN-702-SL1822-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),284,285,746,400,-,-,10.175.52.10,10.175.52.8,100.86.36.0/22,100.117.65.0/24,26500838|27500838,26500839|27500839,26500840|27500840,NASGBU-FMAGG-001-SL295,100GE1/0/36.746,NSU_NSB_CGN_003_IPOE,ET-1/0/2,HSI-746,100.115.232.0/21,CRMMSC-FMAGG-001-SL590,VE1/0/0.285,SIP-285
SLZ,CLP_001_GPONA_01,CALAPA-SL40-TRS_DC_AG-R7-01,GigabitEthernet2/0/11,644,2862,1861,400,-,-,-,-,100.85.176.0/21,10.205.66.0/23,-,-,-,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.1861,NSB_BNG-002,ET-10/3/0,HSI-1861,100.113.184.0/21,CRMMSC-FMAGG-002-SL590,VE1/0/0.2862,SIP-2862
SLZ,CLP_004_GPONA_01,CALPN2_TDCAN_T980C_R7R7_01_SL41,Eth-Trunk1||GE0/3/1(10G),3438,3505,1861,400,-,-,10.175.52.26,-,10.95.144.0/20,10.109.156.0/22,26509872,26509873,26509874,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.1861,NSB_BNG-002,ET-10/3/0,HSI-1861,10.59.32.0/19,CRMMSC-FMAGG-001-SL590,VE1/0/0.3505,SIP-70003505
SLZ,CLP_005_GPONA_01,MANAGPI_TDCAN_T950C_01_SL43,GigabitEthernet0/1/1,3438,3505,1861,400,-,-,10.175.52.26,10.175.52.27,10.96.72.0/21,10.109.200.0/23,26509869|27509869,26509870|27509870,26509871|27509871,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.1861,NSB_BNG-002,ET-10/3/0,HSI-1861,10.59.32.0/19,CRMMSC-FMAGG-001-SL590,VE1/0/0.3505,SIP-70003505
SLZ,CLP_101_HYB_01,CLP-101-SL2573-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),644,"185
1911",1861,400,-,-,10.175.52.26,-,10.57.88.0/21,10.82.6.0/23,26502521,"185: 26502522
1911: 26502935",26502523,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.1861,NSB_BNG-002,ET-10/3/0,HSI-1861,"100.115.216.0/21
100.81.136.0/21","CRMMSC-FMAGG-001-SL590
CRMMSC-FMAGG-001-SL590","VE1/0/0.185
VE1/0/0.1911","SIP-185
SIP-70001911"
SLZ,CLP_102_HYB_01,CLP-102-SL2574-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),644,185,1861,400,-,-,10.175.52.26,-,10.59.96.0/21,10.82.136.0/23,26502518,26502519,26502520,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.1861,NSB_BNG-002,ET-10/3/0,HSI-1861,100.115.216.0/21,CRMMSC-FMAGG-001-SL590,VE1/0/0.185,SIP-185
SLZ,CLP_103_HYB_01,CLP-103-SL2575-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),644,"185
1911","742
1861",400,-,-,10.175.52.26,-,10.59.32.0/21,10.82.120.0/23,26502515,"185: 26502516
1911: 26502936","742: 26505176
1861: 26502517","CRMMSC-FMAGG-002-SL590
NASUGBU-SL295_AGGFMN-X16A-01","100GE1/1/16.742
100GE4/0/0.1861","CMO_CRM_BNG_001
NSB_BNG-002","ET-10/3/0
ET-10/3/0","HSI-742
HSI-1861","100.115.216.0/21
100.81.136.0/21","CRMMSC-FMAGG-001-SL590
CRMMSC-FMAGG-001-SL590","VE1/0/0.185
VE1/0/0.1911","SIP-185
SIP-70001911"
SLZ,CLP_701_HYB_01,CLP-701-SL1823-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),644,"185
1911",1861,400,-,-,10.175.52.26,-,10.57.240.0/21,10.82.44.0/23,26502530,"185: 26502531
1911: 26502937",26502532,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.1861,NSB_BNG-002,ET-10/3/0,HSI-1861,"100.115.216.0/21
100.81.136.0/21","CRMMSC-FMAGG-001-SL590
CRMMSC-FMAGG-001-SL590","VE1/0/0.185
VE1/0/0.1911","SIP-185
SIP-70001911"
SLZ,CLP_702_HYB_01,CLP-702-SL1824-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),644,185,1861,400,-,-,10.175.52.26,-,10.58.176.0/21,10.82.92.0/23,26502527,26502528,26502529,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.1861,NSB_BNG-002,ET-10/3/0,HSI-1861,100.115.216.0/21,CRMMSC-FMAGG-001-SL590,VE1/0/0.185,SIP-185
SLZ,CLP_703_HYB_01,CLP-703-SL1825-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),644,185,1861,400,-,-,10.175.52.26,-,10.58.48.0/21,10.82.60.0/23,26502524,26502525,26502526,NASUGBU-SL295_AGGFMN-X16A-01,100GE4/0/0.1861,NSB_BNG-002,ET-10/3/0,HSI-1861,100.115.216.0/21,CRMMSC-FMAGG-001-SL590,VE1/0/0.185,SIP-185
SLZ,CMB_002_GPONA_01,Prinza-SL983-AGFN-X2-01,GigabitEthernet0/8/0,3498,3368,3117,400,-,-,-,-,100.86.240.0/22,100.117.116.0/24,-,-,-,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3117,NSB_BNG-002,ET-5/3/0,HSI-3117,100.105.128.0/21,CRMMSC-FMAGG-002-SL590,VE1/0/0.3368,SIP-3368
SLZ,CMB_004_GPONA_01,CLMB3(ATN980C)-SL2010-TRS_DC_AN-R6R6_L3LTE-01,GigabitEthernet0/3/1,1866,1888,1883,400,-,-,10.175.52.54,10.175.52.8,100.102.232.0/22,100.123.58.0/24,26506039|27506039,26506040|27506040,26506041|27506041,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1883,CMO_CRM_BNG_001,ET-5/1/0,HSI-70001883,100.84.0.0/19,CRMMSC-FMAGG-002-SL590,VE1/0/0.1888,SIP-70001888
SLZ,CMB_005_GPONA_01,Prinza-SL983-AGFN-X2-01,GigabitEthernet0/4/2,578,582,490,400,-,-,-,-,100.87.92.0/22,100.117.142.0/24,-,-,-,CRMMSC-FMAGG-001-SL590,100GE1/1/16.490,CMO_CRM_BNG_001,ET-5/1/0,HSI-490,100.104.192.0/20,CRMMSC-FMAGG-002-SL590,VE1/0/0.582,SIP-582
SLZ,CMB_006_GPONA_01,MAYAPA-SL689-TRS_DC_AN-R1R6_L5LTE-01,Eth-Trunk10||GE0/4/1(10G),2634,2635,2636,400,-,-,10.175.52.54,10.175.52.8,100.85.32.0/19,100.117.48.0/21,3024840|4024840,3024841|4024841,302484|4024842,NASGBU-FMAGG-001-SL295,100GE1/0/38.2636,NSU_NSB_CGN_003_IPOE,ET-11/0/2,HSI-2636,100.112.224.0/19,CRMMSC-FMAGG-001-SL590,VE1/0/0.2635,SIP-2635
SLZ,CMB_008_GPONA_01,LMESA-SL1696-TRS_DC_MAN-R1R1_L14LTE-01,GigabitEthernet0/3/1,1866,1896,1883,400,-,-,10.175.52.8,10.175.52.9,10.201.16.0/22,10.202.196.0/24,26505480|27505480,26505481|27505481,26505482|27505482,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1883,CMO_CRM_BNG_001,ET-5/1/0,HSI-70001883,100.87.16.0/20,CRMMSC-FMAGG-002-SL590,VE1/0/0.1896,SIP-70001896
SLZ,CMB_008_GPONA_02,LMESA-SL1696-TRS_DC_MAN-R1R1_L14LTE-01,GigabitEthernet0/3/2,3616,3624,3433,400,-,-,10.175.52.8,10.175.52.9,10.201.20.0/22,10.202.197.0/24,26505936|27505936,26505937|27505937,26505938|27505938,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3433,NSB_BNG-002,ET-5/3/0,HSI-70003433,100.83.240.0/20,CRMMSC-FMAGG-002-SL590,VE1/0/0.3624,SIP-70003624
SLZ,CMB_011_GPONA_01,PANSOL(ATN980C)-SL982-TRS_DC_MAN-R1R1_L14-01,Eth-Trunk1||GE0/2/6|GE0/2/7,1866,1896,1883,400,-,-,10.175.52.8,10.175.52.9,100.90.124.0/22,100.118.87.0/24,26505435|27505435,26505436|27505436,26505437|27505437,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1883,CMO_CRM_BNG_001,ET-5/1/0,HSI-70001883,100.87.16.0/20,CRMMSC-FMAGG-002-SL590,VE1/0/0.1896,SIP-70001896
SLZ,CMB_013_GPONA_01,CARME2(ATN980C)-SL1605-TRS_DC_MAN-R1R1_L14-01,GigabitEthernet0/3/1,3616,3624,3666,400,-,-,10.175.52.8,10.175.52.9,10.201.24.0/22,10.202.198.0/24,26505648|27505648,26505649|27505649,26505650|27505650,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3666,NSB_BNG-002,ET-5/3/0,HSI-70003666,100.83.240.0/20,CRMMSC-FMAGG-002-SL590,VE1/0/0.3624,SIP-70003624
SLZ,CMB_014_GPONA_01,CALMBA-SL975-TRS_DC_AN-R1R1_L15LTE-01,GigabitEthernet0/5/1,3616,3624,3433,400,-,-,10.175.52.8,10.175.52.9,10.201.28.0/22,10.202.199.0/24,26505930|27505930,26505931|27505931,26505932|27505932,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3433,NSB_BNG-002,ET-5/3/0,HSI-70003433,100.83.240.0/20,CRMMSC-FMAGG-002-SL590,VE1/0/0.3624,SIP-70003624
SLZ,CMB_015_GPONA_01,BUCAL-SL1003-TRS_DC_MAN-R1R1_L14LTE-01,GigabitEthernet0/4/1,3616,3624,3433,400,-,-,10.175.52.8,10.175.52.9,10.201.32.0/22,10.202.200.0/24,26505933|27505933,26505934|27505934,26505935|27505935,NASUGBU-SL295_AGGFMN-X16A-02,100GE4/0/0.3433,NSB_BNG-002,ET-5/3/0,HSI-70003433,100.83.240.0/20,CRMMSC-FMAGG-002-SL590,VE1/0/0.3624,SIP-70003624
SLZ,CMB_016_GPONA_01,NUVALI_WATERSPORTS-SL2535-TRS_DC_AN-R6_L28-01,Eth-Trunk1||GE0/1/1(10G),3860,3083,3859,400,-,-,10.175.52.54,10.175.52.55,10.201.208.0/22,10.202.244.0/24,26506170|27506170,26506171|27506171,26506172|27506172,CRMMSC-FMAGG-001-SL590,100GE1/1/16.3859,CMO_CRM_BNG_001,ET-5/1/0,HSI-70003859,100.82.216.0/21,CRMMSC-FMAGG-001-SL590,VE1/0/0.3083,SIP-70003083
SLZ,CMB_016_GPONA_02,NUVALI_WATERSPORTS-SL2535-TRS_DC_AN-R6_L28-01,Eth-Trunk2||GE0/1/2(10G)|GE0/1/3(10G),3983,3513,3859,400,-,-,10.175.52.54,10.175.52.55,10.53.0.0/19,10.191.104.0/21,26511420|27511420,26511421|27511421,26511422|27511422,CRMMSC-FMAGG-001-SL590,100GE1/1/16.3859,CMO_CRM_BNG_001,ET-5/1/0,HSI-70003859,10.103.224.0/19,CRMMSC-FMAGG-001-SL590,VE1/0/0.3513,SIP-70003513
SLZ,CMB_017_GPONA_01,SNCRIS-SL681-TRS_DC_AN-R6R6_L2LTE-01,GigabitEthernet0/5/1,1866,1888,1883,400,-,-,10.175.52.8,10.175.52.54,100.102.236.0/22,100.123.59.0/24,26509011|27509011,26509012|27509012,26509013|27509013,CRMMSC-FMAGG-001-SL590,100GE1/1/16.1883,CMO_CRM_BNG_001,ET-5/1/0,HSI-70001883,100.84.0.0/19,CRMMSC-FMAGG-002-SL590,VE1/0/0.1888,SIP-70001888
