Region,Node Name,Uplink,Trunk,OM,SIP,HSI,IPOE,H248,RTP,AG1,AG2,Auth IP,UnAuth IP,OM VCID,SIP VCID,HSI VCID,HSI AGG,HSI Interface,BNG,BNG Port,HSI VSI,SIP IP,SIP AGG,SIP Interface,SIP VSI
NCR,MKT_211_HYB_01,MKT_211_TDCAN_910B_01_NCR2858,Eth-Trunk3||GE0/2/19|GE0/2/20,1307,2176,1310,400,-,-,10.81.22.18,10.81.22.17,100.78.60.0/23,100.115.192.128/25,3052974|4052974,3052976|4052976,3052975|4052975,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1310,MKT_VAL_BNG_002,ET-5/1/0,HSI-1310,100.120.160.0/20,THEODR-FMAGG-002-NCR4101,VE1/0/0.2176,SIP-2176
NCR,MKT_212_VDB_01,MKT_212_TDCAN_910CG_01_NCR2857,Eth-Trunk3||GE0/2/19|GE0/2/20,3374,2176,1310,-,-,-,10.81.22.18,10.81.22.17,-,-,3052986|4052986,3052985|4052985,3052984|4052984,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1310,MKT_VAL_BNG_002,ET-5/1/0,HSI-1310,100.120.160.0/20,THEODR-FMAGG-002-NCR4101,VE1/0/0.2176,SIP-2176
NCR,MKT_215_HYB_01,MKT_215_TDCAN_910CG_01_NCR2435,Eth-Trunk3||GE0/2/4(10G),1313,"1490
2320",1316,400,-,-,10.81.22.18,10.81.22.17,10.160.64.0/21,10.196.128.0/23,3052391|4052391,"1490: 3052396|4052396
2320: 28007607|29007607",3052394|4052394,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1316,MKT_VAL_BNG_002,ET-5/1/0,HSI-1316,"10.18.96.0/22
10.117.128.0/18","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.1490
VE1/0/0.2320","SIP-1490
SIP-60022320"
NCR,MKT_216_HYB_01,MKT_216_TDCAN_910B_01_NCR2436,Eth-Trunk3||GE0/2/19|GE0/2/20,1301,1323,1304,-,-,-,10.81.22.18,10.81.22.17,-,-,3052290|4052290,3052292|4052292,3052291|4052291,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1304,MKT_VAL_BNG_002,ET-10/3/0,HSI-1304,10.17.252.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1323,SIP-1323
NCR,MKT_217_GPONA_01,MKT_217_TDCAN_910CG_01_NCR2434,Eth-Trunk4||GE0/2/5(10G),1971,2320,1304,400,-,-,10.81.22.18,10.81.22.17,100.108.8.0/22,100.124.80.0/24,3052308|4052308,3052309|4052309,3052307|4052307,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1304,MKT_VAL_BNG_002,ET-10/3/0,HSI-1304,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
NCR,MKT_217_HYB_01,MKT_217_TDCAN_910CG_01_NCR2434,Eth-Trunk3||GE0/2/4(10G),3076,3993,1304,-,-,-,10.81.22.18,10.81.22.17,-,-,3052305|4052305,3052306|4052306,3052304|4052304,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1304,MKT_VAL_BNG_002,ET-10/3/0,HSI-1304,100.79.184.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3993,SIP-60003993
NCR,MKT_222_HYB_01,MKT_222_TDCAN_910CG_01_NCR2359,Eth-Trunk3||GE0/2/4(10G),3076,3993,1304,-,-,-,10.81.22.17,10.81.22.18,-,-,3052254|4052254,3052255|4052255,3052253|4052253,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1304,MKT_VAL_BNG_002,ET-10/3/0,HSI-1304,100.79.184.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3993,SIP-60003993
NCR,MKT_224_HYB_01,MKT_224_TDCAN_910B_01_NCR2867,Eth-Trunk3||GE0/2/22|GE0/2/23,1301,1323,1304,-,3090,3091,10.81.22.17,10.81.22.18,-,-,3052226|4052226,3052228|4052228,3052227|4052227,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1304,MKT_VAL_BNG_002,ET-10/3/0,HSI-1304,10.17.252.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1323,SIP-1323
NCR,MKT_224_VDA_01,MKT_224_TDCAN_910B_01_NCR2867,GigabitEthernet0/2/19,1301,,1310,-,1302,1303,10.81.22.17,10.81.22.18,-,-,3052213|4052213,-,3052220|4052220,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1310,MKT_VAL_BNG_002,ET-5/1/0,HSI-1310,-,-,-,-
NCR,MKT_224_VDB_01,MKT_224_TDCAN_910B_01_NCR2867,Eth-Trunk2||GE0/2/20|GE0/2/21,1301,1323,1304,-,-,-,10.81.22.17,10.81.22.18,-,-,3052223|4052223,3052225|4052225,3052224|4052224,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1304,MKT_VAL_BNG_002,ET-10/3/0,HSI-1304,10.17.252.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1323,SIP-1323
NCR,MKT_227_HYB_03,MKT_227_TDCAN_910CG_01_NCR2423,Eth-Trunk6||GE0/2/1(10G),3076,3385,1316,400,-,-,10.81.22.18,10.81.22.17,100.80.154.0/23,100.116.25.128/25,3052350|4052350,3052351|4052351,3052349|4052349,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1316,MKT_VAL_BNG_002,ET-5/1/0,HSI-1316,100.79.128.0/21,THEODR-FMAGG-001-NCR4101,VE1/0/0.3385,SIP-60003385
NCR,MKT_227_VDA_01,MKT_227_TDCAN_910CG_01_NCR2423,GigabitEthernet0/2/19,1313,,1316,400,1314,1315,10.81.22.18,10.81.22.17,100.82.155.0/25,100.116.194.64/27,3052331|4052331,-,3052334|4052334,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1316,MKT_VAL_BNG_002,ET-5/1/0,HSI-1316,-,-,-,-
NCR,MKT_227_VDB_01,MKT_227_TDCAN_910CG_01_NCR2423,Eth-Trunk2||GE0/2/20|GE0/2/21,1313,1490,1316,400,-,-,10.81.22.18,10.81.22.17,100.80.173.0/24,100.116.80.0/26,3052337|4052337,3052339|4052339,3052338|4052338,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1316,MKT_VAL_BNG_002,ET-5/1/0,HSI-1316,10.18.96.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1490,SIP-1490
NCR,MKT_227_VDB_02,MKT_227_TDCAN_910CG_01_NCR2423,Eth-Trunk3||GE0/2/22|GE0/2/23,1313,1490,1316,400,-,-,10.81.22.18,10.81.22.17,100.80.198.0/24,100.116.104.0/26,3052340|4052340,3052342|4052342,3052341|4052341,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1316,MKT_VAL_BNG_002,ET-5/1/0,HSI-1316,10.18.96.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1490,SIP-1490
NCR,MKT_301_VDA_01,MKT_301_TDCAN_910C_01_NCR3193,GigabitEthernet0/2/13,3101,809,3154,400,3152,3153,10.81.22.17,10.81.22.18,100.82.189.128/25,100.116.202.224/27,3052945|4052945,28009929|29009929,3052948|4052948,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3154,MKT_VAL_BNG_002,ET-5/1/0,HSI-3154,10.61.0.0/20,THEODR-FMAGG-001-NCR4101,VE1/0/0.809,SIP-60000809
NCR,MKT_303_HYB_01,MKT_303_TDCAN_910C_01_NCR3710 & MKT_303_TDCAN_T910D_01_NCR3710,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G) & Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),3072,1547,712,400,-,-,10.81.22.18,10.81.22.17,100.77.40.0/23,100.115.203.0/25,3052891|4052891,3052890|4052890,3052889|4052889,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.712,MKT_VAL_BNG_002,ET-10/3/0,HSI-712,10.18.84.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1547,SIP-1547
NCR,MKT_303_HYB_02,MKT_303_TDCAN_910C_01_NCR3710 & MKT_303_TDCAN_T910D_01_NCR3710,Eth-Trunk4||GE0/2/6(10G)|GE0/2/7(10G) & Eth-Trunk4||GE0/2/6(10G)|GE0/2/7(10G),3072,1547,712,400,-,-,10.81.22.18,10.81.22.17,100.79.236.0/23,100.116.3.0/25,3052898|4052898,3052897|4052897,3052894|4052894,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.712,MKT_VAL_BNG_002,ET-10/3/0,HSI-712,10.18.84.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1547,SIP-1547
NCR,MKT_303_HYB_03,MKT_303_TDCAN_910C_01_NCR3710 & MKT_303_TDCAN_T910D_01_NCR3710,Eth-Trunk5||GE0/2/8(10G)|GE0/2/9(10G) & Eth-Trunk5||25GE0/2/8(10G)|25GE0/2/9(10G),3072,"2340
3409",712,400,-,-,10.81.22.18,10.81.22.17,100.79.238.0/23,100.116.4.0/25,3052911|4052911,"3409: 28009981|29009981
2340: 3052910|4052910",3052906|4052906,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.712,MKT_VAL_BNG_002,ET-10/3/0,HSI-712,"100.98.80.0/22
10.152.224.0/19","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.2340
VE1/0/0.3409","SIP-60002340
SIP-60003409"
NCR,MKT_303_VDA_01,MKT_303_TDCAN_910C_01_NCR3710 & MKT_303_TDCAN_T910D_01_NCR3710,GigabitEthernet0/2/13 & 25GigabitEthernet0/2/13,3072,,712,400,661,662,10.81.22.18,10.81.22.17,100.82.216.0/25,100.116.209.128/27,3052874|4052874,-,3052871|4052871,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.712,MKT_VAL_BNG_002,ET-10/3/0,HSI-712,-,-,-,-
NCR,MKT_303_VDA_02,MKT_303_TDCAN_910C_01_NCR3710 & MKT_303_TDCAN_T910D_01_NCR3710,GigabitEthernet0/2/14 & 25GigabitEthernet0/2/14,3072,,712,400,661,662,10.81.22.18,10.81.22.17,100.80.241.0/24,100.116.147.0/26,3052884|4052884,-,3052881|4052881,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.712,MKT_VAL_BNG_002,ET-10/3/0,HSI-712,-,-,-,-
NCR,MKT_306_VDB_01,MKT_306_TDCAN_910C_01_NCR3499,Eth-Trunk3||GE0/2/13|GE0/2/14,3076,1074,712,400,-,-,10.81.22.17,10.81.22.18,100.82.99.0/24,100.116.189.192/26,3052958|4052958,3052957|4052957,3052956|4052956,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.712,MKT_VAL_BNG_002,ET-10/3/0,HSI-712,10.15.162.0/23,THEODR-FMAGG-002-NCR4101,VE1/0/0.1074,SIP-1074
NCR,MKT_308_VDB_01,ALPHAMKTI-NCR3502-TRS_DC_MAN-R0R8_L13-01,Eth-Trunk1||GE0/2/3|GE0/2/4,3076,3373,1352,-,-,-,10.198.170.8,10.175.105.65,-,-,28007797|29007797,28007798|29007798,28007799|29007799,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1352,MKT_VAL_BNG_002,ET-10/3/0,HSI-1352,100.99.60.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3373,SIP-60003373
NCR,MKT_309_VDB_01,MKT_309_TDCAN_910B_01_NCR2047,Eth-Trunk2||GE0/2/19|GE0/2/20,2886,2450,711,400,-,-,10.81.22.18,10.81.22.17,100.82.124.0/24,100.116.120.192/26,3037193|4037193,3037192|4037192,3037191|4037191,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.711,MKT_VAL_BNG_002,ET-5/1/0,HSI-711,100.98.148.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2450,SIP-60002450
NCR,MKT_310_GPONA_01,MKT_310_TDCAN_910CG_01_NCR3902,Eth-Trunk4||GE0/2/5(10G),3076,3409,1310,400,-,-,10.81.22.17,10.81.22.18,10.53.48.0/21,10.191.116.0/23,28010004|29010004,28010005|29010005,28010006|29010006,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1310,MKT_VAL_BNG_002,ET-5/1/0,HSI-1310,10.152.224.0/19,THEODR-FMAGG-001-NCR4101,VE1/0/0.3409,SIP-60003409
NCR,MKT_310_GPONA_02,MKT_310_TDCAN_910CG_01_NCR3902,Eth-Trunk5||GE0/2/6(10G)|GE0/2/7(10G),2069,638,1310,400,-,-,10.81.22.17,10.81.22.18,10.161.192.0/19,10.196.224.0/21,28010384|29010384,28010385|29010385,28010386|29010386,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1310,MKT_VAL_BNG_002,ET-5/1/0,HSI-1310,10.61.64.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.638,SIP-60000638
NCR,MKT_310_HYB_01,MKT_310_TDCAN_910CG_01_NCR3902,Eth-Trunk3||GE0/2/4(10G),3076,2176,1310,-,-,-,10.81.22.17,10.81.22.18,-,-,3053023|4053023,3053022|4053022,3053021|4053021,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1310,MKT_VAL_BNG_002,ET-5/1/0,HSI-1310,100.120.160.0/20,THEODR-FMAGG-002-NCR4101,VE1/0/0.2176,SIP-2176
NCR,MKT_310_VDB_01,MKT_310_TDCAN_910CG_01_NCR3902,Eth-Trunk2||GE0/2/19|GE0/2/20,2886,1108,1310,400,-,-,10.81.22.17,10.81.22.18,100.82.231.0/25,100.116.213.64/27,3053020|4053020,3053018|4053018,3053019|4053019,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1310,MKT_VAL_BNG_002,ET-5/1/0,HSI-1310,10.15.154.0/23,THEODR-FMAGG-002-NCR4101,VE1/0/0.1108,SIP-1108
NCR,MKT_313_ADSLA_01,Ermita-NCR761-AGFN-X2-M8-01,GigabitEthernet0/2/8,1295,809,1298,400,1296,1297,-,-,-,-,-,-,-,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1298,MKT_VAL_BNG_002,ET-5/1/0,HSI-1298,10.61.0.0/20,THEODR-FMAGG-001-NCR4101,VE1/0/0.809,SIP-60000809
NCR,MKT_313_VDB_01,CENTURYMALL_TDCAN_T980C_01_NCR3715,GigabitEthernet0/4/3,3082,3557,3552,400,-,-,10.198.170.8,-,10.53.176.0/22,10.191.148.0/24,28010179,28010180,28010181,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3552,MKT_VAL_BNG_002,ET-5/1/0,HSI-60003552,10.60.192.0/19,THEODR-FMAGG-001-NCR4101,VE1/0/0.3557,SIP-60003557
NCR,MKT_315_GPONA_01,MKT_315_TDCAN_910CG_01_NCR4138,Eth-Trunk4||GE0/2/6(10G)|GE0/2/7(10G),2011,1867,3692,-,-,-,10.81.22.18,10.81.22.10,-,-,3053402|4053402,3053403|4053403,3053404|4053404,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3692,MKT_VAL_BNG_002,ET-10/3/0,HSI-3692,10.118.128.0/20,THEODR-FMAGG-001-NCR4101,VE1/0/0.1867,SIP-60011867
NCR,MKT_315_GPONA_02,MKT_315_TDCAN_910CG_01_NCR4138,Eth-Trunk6||GE0/2/3(10G),2773,3301,733,400,-,-,10.81.22.18,10.81.22.10,10.219.128.0/19,10.223.200.0/21,28010553|29010553,28010554|29010554,28010555|29010555,CANMSC-FMAGG-002-NCR1387,100GE1/1/17.733,CLC_CNR_BNG_002,ET-10/3/0,HSI-733,10.60.128.0/18,THEODR-FMAGG-001-NCR4101,VE1/0/0.3301,SIP-60003301
NCR,MKT_315_HYB_01,MKT_315_TDCAN_910CG_01_NCR4138,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),3690,"1464
1464
1867","3692
3692
3692",-,-,-,10.81.22.18,10.81.22.10,-,-,3053405|4053405,"1464: 3053406|4053406
1464: 3053406|4053406","3692: 3053407|4053407
3692: 3053407|4053407
3692: 3053407|4053407","VALERO-NCR733-AGGFMN-X16A-02
VALERO-NCR733-AGGFMN-X16A-02
VALERO-NCR733-AGGFMN-X16A-02","100GE7/0/1.3692
100GE7/0/1.3692
100GE7/0/1.3692","MKT_VAL_BNG_002
MKT_VAL_BNG_002
MKT_VAL_BNG_002","ET-10/3/0
ET-10/3/0
ET-10/3/0","HSI-3692
HSI-3692
HSI-3692","100.109.172.0/22
100.109.172.0/22
10.118.128.0/20","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.1464
VE1/0/0.1464
VE1/0/0.1867","SIP-1464
SIP-1464
SIP-60011867"
NCR,MKT_315_HYB_02,MKT_315_TDCAN_910CG_01_NCR4138,Eth-Trunk5||GE0/2/8(10G)|GE0/2/9(10G),3690,1464,3692,-,-,-,10.81.22.18,10.81.22.10,-,-,3053408|4053408,3053409|4053409,3053410|4053410,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3692,MKT_VAL_BNG_002,ET-10/3/0,HSI-3692,100.109.172.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1464,SIP-1464
NCR,MKT_316_VDB_01,MKT-316-NCR4384-ATN910C-01,Eth-Trunk3||GE0/2/14|GE0/2/15,2886,1154,719,400,-,-,10.81.22.18,10.198.170.2,100.82.231.128/25,100.116.213.96/27,28003058|29003058,28003059|29003059,28003060|29003060,-,-,-,-,-,10.15.54.0/24,THEODR-FMAGG-002-NCR4101,VE1/0/0.1154,SIP-1154
NCR,MKT_319_VDA_01,CTLPTAMO_TDCAN_T980C_01_NCR1974,GigabitEthernet0/1/0,1485,809,1488,400,1486,1487,10.198.170.8,10.175.105.73,100.81.71.0/24,100.116.170.128/26,3018011|4018011,28009930|29009930,3018014|4018014,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1488,MKT_VAL_BNG_002,ET-5/1/0,HSI-1488,10.61.0.0/20,THEODR-FMAGG-001-NCR4101,VE1/0/0.809,SIP-60000809
NCR,MKT_319_VDB_01,CTLPTAMO_TDCAN_T980C_01_NCR1974,Eth-Trunk3||GE0/4/3(10G),3082,638,3552,400,-,-,10.198.170.8,10.175.105.73,10.45.80.0/22,10.73.8.0/24,28010293|29010293,28010294|29010294,28010295|29010295,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3552,MKT_VAL_BNG_002,ET-5/1/0,HSI-60003552,10.61.64.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.638,SIP-60000638
NCR,MKT_501_GPONA_01,URBANBANK_TDCAN_T950D_01_NCR930,Eth-Trunk1||GE0/3/7(10G),1971,2320,3257,400,-,-,10.198.170.10,10.175.105.6,10.54.12.0/22,10.191.176.0/24,28008330|29008330,28008331|29008331,28008332|29008332,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3257,MKT_VAL_BNG_002,ET-10/3/0,HSI-3257,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
NCR,MKT_502_GPONA_01,MKT_119_TDCAN_910CG_01_NCR2452,Eth-Trunk3||GE0/2/4(10G),-,,"1268
1971
2320",400,-,-,10.81.22.21,10.81.22.18,100.108.12.0/22,100.124.81.0/24,-,-,"1268: 3053070|4053070
1971: 3053071|4053071
2320: 3053072|4053072","-
-
SANJUAN-NCR1660-AGGFMN-X16A-02","-
-
100GE7/1/0.2320","-
-
SJN_BNG-002","-
-
ET-5/3/0","-
-
HSI-60012320",-,-,-,-
NCR,MKT_505_GPONA_01,MKT_188_TDCAN_910CG_01_NCR2865,Eth-Trunk4||GE0/2/5(10G),2320,1971,1280,400,-,-,10.81.22.19,10.81.22.18,10.250.4.0/22,10.217.21.0/24,3052189|4052189,3052188|4052188,3052187|4052187,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1280,MKT_VAL_BNG_002,ET-5/1/0,HSI-1280,-,-,-,-
NCR,MKT_507_GPONA_01,MKT_121_TDCAN_T910C-G_NCR2455,Eth-Trunk4||GE0/2/5(10G),1971,2320,1250,400,-,-,10.81.22.17,10.81.22.18,100.108.16.0/22,100.124.82.0/24,28008082|29008082,28008083|29008083,28008084|29008084,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1250,MKT_VAL_BNG_002,ET-5/1/0,HSI-1250,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
NCR,MKT_510_GPONA_01,MKT_138_TDCAN_910CG_01_NCR2419,Eth-Trunk5||GE0/2/4(10G),1971,2320,1274,400,-,-,10.81.22.18,10.81.22.21,100.108.20.0/22,100.124.83.0/24,28008354|29008354,28008355|29008355,28008356|29008356,THEODR-FMAGG-002-NCR4101,100GE2/0/26.1274,QCY_TDR_CGN_002_IPOE,ET-11/1/2,HSI-1274,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
NCR,MKT_510_GPONA_02,MKT_138_TDCAN_910CG_01_NCR2419,Eth-Trunk6||GE0/2/5(10G),1971,2320,1274,400,-,-,10.81.22.18,10.81.22.21,100.108.24.0/22,100.124.84.0/24,28008560|29008560,28008561|29008561,28008562|29008562,THEODR-FMAGG-002-NCR4101,100GE2/0/26.1274,QCY_TDR_CGN_002_IPOE,ET-11/1/2,HSI-1274,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
NCR,MKT_511_GPONA_01,MKT_215_TDCAN_910CG_01_NCR2435,Eth-Trunk4||GE0/2/5(10G),1971,2320,1316,400,-,-,10.81.22.18,10.81.22.17,100.108.28.0/22,100.124.85.0/24,3052402|4052402,3052403|4052403,3052401|4052401,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1316,MKT_VAL_BNG_002,ET-5/1/0,HSI-1316,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
NCR,MKT_513_GPONA_01,DANLIG_TDCAN_T980C_01_NCR2207,GigabitEthernet0/4/1,2823,2830,2523,400,-,-,10.198.170.8,10.175.105.10,100.108.32.0/22,100.124.86.0/24,28007482|29007482,28007483|29007483,28007484|29007484,CANERO-NCR1387-AGGFMN-X16A-02,100GE5/0/0.2523,CNR_BNG-001,ET-10/3/0,HSI-60002523,100.99.16.0/21,THEODR-FMAGG-002-NCR4101,VE1/0/0.2830,SIP-60002830
NCR,MKT_514_GPONA_01,OOPENBLDGGLPYTMKTNCR_TDCAN_T980C_01_NCR11185,GigabitEthernet0/4/1,2069,3510,3110,400,-,-,10.198.170.10,10.198.170.8,10.5.228.0/22,10.119.121.0/24,28009762|29009762,28009763|29009763,28009764|29009764,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3110,MKT_VAL_BNG_002,ET-10/3/0,HSI-3110,10.18.36.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.3510,SIP-3510
NCR,MKT_601_VDB_01,MK-601-NCR1658-ATN910C-01,Eth-Trunk3||GE0/2/13|GE0/2/14,-,,,400,-,-,-,-,100.82.170.128/25,100.116.198.32/27,-,-,-,-,-,-,-,-,-,-,-,-
NCR,MKT_602_VDB_01,MK-602-NCR1661-ATN910C-01,Eth-Trunk3||GE0/2/13|GE0/2/14,3072,1371,719,400,-,-,10.81.22.17,10.81.22.18,100.82.169.128/25,100.116.197.224/27,28000536|29000536,28000537|29000537,28000538|29000538,-,-,-,-,-,10.18.180.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1371,SIP-1371
NCR,MKT_603_HYB_01,MK-603-NCR1663-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),3091,"1371
3090",719,400,-,-,10.81.22.17,10.81.22.18,100.78.156.0/23,100.115.117.128/25,28000922|29000922,"1371: 28000923|29000923
3090: 28000921|29000921",28000924|29000924,-,-,-,-,-,"10.18.180.0/22
100.79.246.0/24","THEODR-FMAGG-001-NCR4101
VALERO-NCR733-AGGFMN-X16A-01","VE1/0/0.1371
VE9/0/0.3090","SIP-1371
H248-3090"
NCR,MKT_604_VDB_01,MK-604-NCR1666-ATN910C-01,Eth-Trunk3||GE0/2/13|GE0/2/14,-,,,400,3072,-,-,-,100.82.171.0/25,100.116.198.64/27,-,-,-,-,-,-,-,-,-,-,-,-
NCR,MKT_605_GPONA_01,MK_605_TDCAN_910D_01_NCR1667,Eth-Trunk4||GE0/2/6(10G),2823,"2868
3865",2523,400,-,-,10.175.105.102,10.175.105.103,100.108.36.0/22,100.124.87.0/24,28007881|29007881,"3865: 28009401|29009401
2868: 28007882|29007882",28007883|29007883,CANERO-NCR1387-AGGFMN-X16A-02,100GE5/0/0.2523,CNR_BNG-001,ET-10/3/0,HSI-60002523,"100.96.144.0/20
100.113.248.0/21","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.2868
VE1/0/0.3865","SIP-60002868
SIP-60003865"
NCR,MKT_605_VDB_01,MK_605_TDCAN_910D_01_NCR1667,Eth-Trunk3||25GE0/2/13(1G)|25GE0/2/14(1G),1559,1560,1561,400,-,-,10.175.105.102,10.175.105.103,100.82.166.0/25,100.116.197.0/27,28000563|29000563,28000565|29000565,28000564|29000564,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1561,MKT_VAL_BNG_002,ET-5/1/0,HSI-1561,10.18.176.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1560,SIP-1560
NCR,MKT_606_VDB_01,MK_606_TDCAN_910B_01_NCR1692,Eth-Trunk3||GE0/2/19|GE0/2/20,3072,2989,1430,400,-,-,10.81.22.18,-,100.83.10.192/26,100.116.221.32/28,3044953,3044952,3044951,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1430,MKT_VAL_BNG_002,ET-5/1/0,HSI-1430,100.118.236.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2989,SIP-2989
NCR,MKT_607_VDB_01,MK_607_TDCAN_910B_01_NCR1669,Eth-Trunk2||GE0/2/19|GE0/2/20,3072,1323,1430,400,-,-,10.81.22.18,-,100.82.56.0/24,100.116.187.0/26,3052021,3052019,3052020,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1430,MKT_VAL_BNG_002,ET-5/1/0,HSI-1430,10.17.252.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1323,SIP-1323
NCR,MKT_610_GPONA_01,MK_610_TDCAN_T910D_01_NCR1690,Eth-Trunk3||GE0/2/4(10G),2823,"2868
3861",2869,400,-,-,10.175.105.103,10.175.105.102,100.72.132.0/22,100.114.35.0/24,28002951|29002951,"3861: 28009394|29009394
2868: 28002952|29002952",28002953|29002953,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.2869,MKT_VAL_BNG_002,ET-10/3/0,HSI-60002869,"100.96.144.0/20
100.85.192.0/19","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.2868
VE1/0/0.3861","SIP-60002868
SIP-60003861"
NCR,MKT_611_GPONA_01,MKT_611_TDCAN_910CG_01_NCR2394,Eth-Trunk4||GE0/2/4(10G),1971,2320,1262,400,-,-,10.81.22.18,10.81.22.21,100.108.40.0/22,100.124.88.0/24,28008414|29008414,28008415|29008415,28008416|29008416,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1262,MKT_VAL_BNG_002,ET-10/3/0,HSI-1262,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
